Chapter,Disorder_Group,Disorder,Sex,Region,Prevalence_Observed_%,Prevalence_AgeStd_%,Sample_n,CI_Lower_95_%,CI_Upper_95_%,CI_Width_pp,SE_%,Region_Population,Population_Weight,Source_Table
12,Suicidal Behaviour,Lifetime self-harm,Men,North East,2.0241097414814178,2.0313184577073202,155.00000000000009,0.706,5.6627,4.9567,1.2645,2154854,0.048959420273917774,12.7
12,Suicidal Behaviour,Lifetime self-harm,Men,North West,6.397076245316972,6.1788537996167365,421.9999999999998,4.4332,9.1476,4.7144,1.2027,5790512,0.1315634890387767,12.7
12,Suicidal Behaviour,Lifetime self-harm,Men,Yorkshire & the Humber,5.260706981532367,4.833490447421457,273.0,3.1794,8.5836,5.4042,1.3786,4347165,0.09876988335871746,12.7
12,Suicidal Behaviour,Lifetime self-harm,Men,East Midlands,6.364792195380255,6.248363377443054,318.00000000000017,4.1681,9.6031,5.435,1.3865,3782353,0.0859370565946991,12.7
12,Suicidal Behaviour,Lifetime self-harm,Men,West Midlands,3.8635600576113855,3.8135660474238517,343.0000000000002,2.2829,6.4662,4.1833,1.0672,4599064,0.10449316159825463,12.7
12,Suicidal Behaviour,Lifetime self-harm,Men,East of England,7.808430839832924,7.4194603154039545,347.99999999999983,5.428,11.1102,5.6822,1.4496,4875281,0.1107689576335316,12.7
12,Suicidal Behaviour,Lifetime self-harm,Men,London,7.024040006493074,6.584843946589267,331.00000000000045,4.7358,10.2983,5.5625,1.419,6806412,0.1546452732600154,12.7
12,Suicidal Behaviour,Lifetime self-harm,Men,South East,5.115781173426526,5.512519835422435,549.0000000000011,3.5648,7.2905,3.7257,0.9504,7184102,0.1632265894156603,12.7
12,Suicidal Behaviour,Lifetime self-harm,Men,South West,4.44480281364483,5.009259295153711,318.0000000000001,2.6723,7.3048,4.6325,1.1818,4473319,0.10163616882642702,12.7
12,Suicidal Behaviour,Lifetime suicidal thoughts,Women,North East,21.527130421368053,21.440192227895377,240.00000000000014,16.7974,27.1539,10.3565,2.642,2154854,0.048959420273917774,12.7
12,Suicidal Behaviour,Lifetime suicidal thoughts,Women,North West,22.063989655036025,22.155699224882568,588.9999999999992,18.9021,25.5879,6.6858,1.7056,5790512,0.1315634890387767,12.7
12,Suicidal Behaviour,Lifetime suicidal thoughts,Women,Yorkshire & the Humber,22.3874623760692,23.20657684421345,424.00000000000034,18.6778,26.593,7.9152,2.0192,4347165,0.09876988335871746,12.7
12,Suicidal Behaviour,Lifetime suicidal thoughts,Women,East Midlands,22.53926121699337,22.64187709300513,405.0,18.7388,26.8557,8.1169,2.0707,3782353,0.0859370565946991,12.7
12,Suicidal Behaviour,Lifetime suicidal thoughts,Women,West Midlands,21.618654931482066,21.54686194193235,523.9999999999995,18.3074,25.343,7.0356,1.7948,4599064,0.10449316159825463,12.7
12,Suicidal Behaviour,Lifetime suicidal thoughts,Women,East of England,21.9344318571496,22.14476594628246,504.0000000000009,18.5415,25.7519,7.2104,1.8394,4875281,0.1107689576335316,12.7
12,Suicidal Behaviour,Lifetime suicidal thoughts,Women,London,21.753823983797165,20.34279944272304,531.9999999999998,18.4572,25.4554,6.9982,1.7853,6806412,0.1546452732600154,12.7
12,Suicidal Behaviour,Lifetime suicidal thoughts,Women,South East,21.063273226288768,21.326802000668835,740.0000000000008,18.2786,24.1468,5.8682,1.497,7184102,0.1632265894156603,12.7
12,Suicidal Behaviour,Lifetime suicidal thoughts,Women,South West,26.841539060337016,28.461287578332506,528.9999999999989,23.2422,30.7748,7.5326,1.9216,4473319,0.10163616882642702,12.7
12,Suicidal Behaviour,Lifetime suicide attempts,Women,North East,11.794674964811398,11.69667736943851,240.00000000000014,8.3036,16.4895,8.1859,2.0883,2154854,0.048959420273917774,12.7
12,Suicidal Behaviour,Lifetime suicide attempts,Women,North West,6.756063926999063,6.722266307527619,588.9999999999992,4.9965,9.076,4.0795,1.0407,5790512,0.1315634890387767,12.7
12,Suicidal Behaviour,Lifetime suicide attempts,Women,Yorkshire & the Humber,8.766105832617844,9.426615651364648,424.00000000000034,6.4312,11.8415,5.4103,1.3802,4347165,0.09876988335871746,12.7
12,Suicidal Behaviour,Lifetime suicide attempts,Women,East Midlands,9.0592723457016,9.178463107011304,405.0,6.6352,12.2527,5.6175,1.433,3782353,0.0859370565946991,12.7
12,Suicidal Behaviour,Lifetime suicide attempts,Women,West Midlands,7.288029832901871,7.090345549993891,523.9999999999995,5.3597,9.8381,4.4784,1.1425,4599064,0.10449316159825463,12.7
12,Suicidal Behaviour,Lifetime suicide attempts,Women,East of England,9.642382400025323,9.774752344950134,504.0000000000009,7.3624,12.5329,5.1705,1.319,4875281,0.1107689576335316,12.7
12,Suicidal Behaviour,Lifetime suicide attempts,Women,London,6.052006464545137,5.6952618555620855,531.9999999999998,4.3237,8.4104,4.0867,1.0426,6806412,0.1546452732600154,12.7
12,Suicidal Behaviour,Lifetime suicide attempts,Women,South East,7.421797457954221,7.63699382964919,740.0000000000008,5.7452,9.5382,3.793,0.9676,7184102,0.1632265894156603,12.7
12,Suicidal Behaviour,Lifetime suicide attempts,Women,South West,8.964577087724415,9.597935147581595,528.9999999999989,6.8168,11.704,4.8872,1.2467,4473319,0.10163616882642702,12.7
12,Suicidal Behaviour,Lifetime self-harm,Women,North East,11.47377099666354,9.889074176197363,240.00000000000014,8.0347,16.1267,8.092,2.0643,2154854,0.048959420273917774,12.7
12,Suicidal Behaviour,Lifetime self-harm,Women,North West,10.335119607640554,10.155059628339396,588.9999999999992,8.1282,13.056,4.9278,1.2571,5790512,0.1315634890387767,12.7
12,Suicidal Behaviour,Lifetime self-harm,Women,Yorkshire & the Humber,6.763734051390589,7.331301003618651,424.00000000000034,4.7409,9.5629,4.822,1.2301,4347165,0.09876988335871746,12.7
12,Suicidal Behaviour,Lifetime self-harm,Women,East Midlands,8.483851244226317,8.565908890703076,405.0,6.145,11.6029,5.4579,1.3924,3782353,0.0859370565946991,12.7
12,Suicidal Behaviour,Lifetime self-harm,Women,West Midlands,9.474762883817453,9.344751304659233,523.9999999999995,7.2539,12.2855,5.0316,1.2836,4599064,0.10449316159825463,12.7
12,Suicidal Behaviour,Lifetime self-harm,Women,East of England,8.71552312857742,8.976027846423836,504.0000000000009,6.5548,11.5008,4.946,1.2617,4875281,0.1107689576335316,12.7
12,Suicidal Behaviour,Lifetime self-harm,Women,London,7.183703558197546,6.2284569097461455,531.9999999999998,5.2829,9.6984,4.4155,1.1264,6806412,0.1546452732600154,12.7
12,Suicidal Behaviour,Lifetime self-harm,Women,South East,7.973344360133565,8.311843307806564,740.0000000000008,6.2317,10.1491,3.9174,0.9994,7184102,0.1632265894156603,12.7
12,Suicidal Behaviour,Lifetime self-harm,Women,South West,12.004652217867038,13.988033438935698,528.9999999999989,9.5054,15.0518,5.5464,1.4149,4473319,0.10163616882642702,12.7
12,Suicidal Behaviour,Lifetime suicidal thoughts,All adults,North East,17.63214734195736,17.455151699609647,394.9999999999997,14.1909,21.6969,7.506,1.9149,2154854,0.048959420273917774,12.7
12,Suicidal Behaviour,Lifetime suicidal thoughts,All adults,North West,20.120620676802268,20.00479155338629,1011.0000000000031,17.7646,22.7028,4.9382,1.2598,5790512,0.1315634890387767,12.7
12,Suicidal Behaviour,Lifetime suicidal thoughts,All adults,Yorkshire & the Humber,20.920496142403863,21.35919174468262,696.9999999999991,18.0644,24.0954,6.031,1.5386,4347165,0.09876988335871746,12.7
12,Suicidal Behaviour,Lifetime suicidal thoughts,All adults,East Midlands,20.706154944146135,20.77624305967567,723.0000000000005,17.9111,23.8108,5.8997,1.505,3782353,0.0859370565946991,12.7
12,Suicidal Behaviour,Lifetime suicidal thoughts,All adults,West Midlands,20.99674056888846,20.947552133398286,866.9999999999989,18.4166,23.8328,5.4162,1.3817,4599064,0.10449316159825463,12.7
12,Suicidal Behaviour,Lifetime suicidal thoughts,All adults,East of England,21.726962231368688,22.091799166331587,851.999999999999,19.0881,24.6196,5.5315,1.4111,4875281,0.1107689576335316,12.7
12,Suicidal Behaviour,Lifetime suicidal thoughts,All adults,London,21.263524593394916,20.462174793048728,863.0000000000006,18.664,24.1177,5.4537,1.3913,6806412,0.1546452732600154,12.7
12,Suicidal Behaviour,Lifetime suicidal thoughts,All adults,South East,17.98539245674905,18.295156804468274,1289.0000000000025,15.9848,20.1762,4.1914,1.0693,7184102,0.1632265894156603,12.7
12,Suicidal Behaviour,Lifetime suicidal thoughts,All adults,South West,23.499029417367563,24.391894779472814,847.0000000000017,20.7672,26.4701,5.7029,1.4548,4473319,0.10163616882642702,12.7
12,Suicidal Behaviour,Lifetime suicide attempts,All adults,North East,7.459762520409674,7.373851806191858,394.9999999999997,5.2586,10.4804,5.2218,1.3321,2154854,0.048959420273917774,12.7
12,Suicidal Behaviour,Lifetime suicide attempts,All adults,North West,5.904606496012354,5.804872590481054,1011.0000000000031,4.6117,7.5313,2.9196,0.7448,5790512,0.1315634890387767,12.7
12,Suicidal Behaviour,Lifetime suicide attempts,All adults,Yorkshire & the Humber,7.143566483693128,7.413121476158091,696.9999999999991,5.4573,9.2997,3.8424,0.9802,4347165,0.09876988335871746,12.7
12,Suicidal Behaviour,Lifetime suicide attempts,All adults,East Midlands,7.392964559968449,7.408622161963957,723.0000000000005,5.7027,9.5336,3.8309,0.9773,3782353,0.0859370565946991,12.7
12,Suicidal Behaviour,Lifetime suicide attempts,All adults,West Midlands,6.82423808672562,6.649031463384255,866.9999999999989,5.3291,8.7003,3.3712,0.86,4599064,0.10449316159825463,12.7
12,Suicidal Behaviour,Lifetime suicide attempts,All adults,East of England,7.980123313399283,8.169738968265815,851.999999999999,6.3435,9.994,3.6505,0.9313,4875281,0.1107689576335316,12.7
12,Suicidal Behaviour,Lifetime suicide attempts,All adults,London,6.438672179800069,6.087974600046043,863.0000000000006,4.9865,8.277,3.2905,0.8394,6806412,0.1546452732600154,12.7
12,Suicidal Behaviour,Lifetime suicide attempts,All adults,South East,5.854653943291523,5.979575394544024,1289.0000000000025,4.6994,7.2723,2.5729,0.6564,7184102,0.1632265894156603,12.7
12,Suicidal Behaviour,Lifetime suicide attempts,All adults,South West,7.01533696784164,7.408253933242455,847.0000000000017,5.4823,8.9365,3.4542,0.8812,4473319,0.10163616882642702,12.7
12,Suicidal Behaviour,Lifetime self-harm,All adults,North East,7.0432770618622325,6.204928996650158,394.9999999999997,4.912,10.002,5.09,1.2985,2154854,0.048959420273917774,12.7
12,Suicidal Behaviour,Lifetime self-harm,All adults,North West,8.341410184398178,8.1420197911569,1011.0000000000031,6.7906,10.2076,3.417,0.8717,5790512,0.1315634890387767,12.7
12,Suicidal Behaviour,Lifetime self-harm,All adults,Yorkshire & the Humber,6.017954616347708,6.091918714498612,696.9999999999991,4.4819,8.0362,3.5543,0.9067,4347165,0.09876988335871746,12.7
12,Suicidal Behaviour,Lifetime self-harm,All adults,East Midlands,7.368675916066023,7.346272362324497,723.0000000000005,5.6813,9.5066,3.8253,0.9759,3782353,0.0859370565946991,12.7
12,Suicidal Behaviour,Lifetime self-harm,All adults,West Midlands,6.793535347150442,6.701745140148089,866.9999999999989,5.302,8.6662,3.3642,0.8582,4599064,0.10449316159825463,12.7
12,Suicidal Behaviour,Lifetime self-harm,All adults,East of England,8.270251511718568,8.211939254186955,851.999999999999,6.6028,10.3123,3.7095,0.9463,4875281,0.1107689576335316,12.7
12,Suicidal Behaviour,Lifetime self-harm,All adults,London,7.1088787322910925,6.3954752392008745,863.0000000000006,5.5778,9.0201,3.4423,0.8782,6806412,0.1546452732600154,12.7
12,Suicidal Behaviour,Lifetime self-harm,All adults,South East,6.544625899841865,6.912236419763901,1289.0000000000025,5.3195,8.028,2.7085,0.691,7184102,0.1632265894156603,12.7
12,Suicidal Behaviour,Lifetime self-harm,All adults,South West,8.564133773162297,9.901734264763375,847.0000000000017,6.8616,10.6408,3.7792,0.9641,4473319,0.10163616882642702,12.7
