Chapter,Disorder_Group,Disorder,Sex,Region,Prevalence_Observed_%,Prevalence_AgeStd_%,Sample_n,CI_Lower_95_%,CI_Upper_95_%,CI_Width_pp,SE_%,Region_Population,Population_Weight,Source_Table
02,Common Mental Disorders,Any CMD,All adults,North West,19.0,19.0,1011.0,16.7009,21.5338,4.8329,1.2329,5790512,0.1315634890387767,2.11
02,Common Mental Disorders,Any CMD,All adults,Yorkshire & the Humber,16.2,16.7,697.0,13.6511,19.1194,5.4683,1.395,4347165,0.09876988335871746,2.11
02,Common Mental Disorders,Any CMD,All adults,East Midlands,16.7,16.7,723.0,14.1588,19.5932,5.4344,1.3864,3782353,0.0859370565946991,2.11
02,Common Mental Disorders,Any CMD,All adults,West Midlands,18.6,18.4,867.0,16.1505,21.3265,5.176,1.3205,4599064,0.10449316159825463,2.11
02,Common Mental Disorders,Any CMD,All adults,East of England,14.1,14.4,852.0,11.924,16.5983,4.6743,1.1925,4875281,0.1107689576335316,2.11
02,Common Mental Disorders,Any CMD,All adults,London,18.9,18.0,864.0,16.4293,21.6461,5.2168,1.3308,6806412,0.1546452732600154,2.11
02,Common Mental Disorders,Any CMD,All adults,South East,13.6,13.6,1289.0,11.8365,15.5798,3.7433,0.9549,7184102,0.1632265894156603,2.11
02,Common Mental Disorders,Any CMD,All adults,South West,19.9,20.9,848.0,17.3512,22.7203,5.3691,1.3697,4473319,0.10163616882642702,2.11
04,PTSD,Trauma experienced,Men,North East,32.81515539980913,33.121171891640124,134.0000000000001,25.441,41.1472,15.7062,4.0067,2154854,0.048959420273917774,4.6
04,PTSD,Trauma experienced,Men,North West,31.849730998679227,31.564840861309428,387.0,27.4058,36.6504,9.2446,2.3584,5790512,0.1315634890387767,4.6
04,PTSD,Trauma experienced,Men,Yorkshire & the Humber,23.16342717212126,24.33071763386903,239.00000000000014,18.2649,28.911,10.6461,2.7159,4347165,0.09876988335871746,4.6
04,PTSD,Trauma experienced,Men,East Midlands,38.22042267158761,38.39658437318754,293.00000000000006,32.8429,43.9028,11.0599,2.8215,3782353,0.0859370565946991,4.6
04,PTSD,Trauma experienced,Men,West Midlands,33.12125309275709,32.66391555881501,300.99999999999983,28.0463,38.6216,10.5753,2.6978,4599064,0.10449316159825463,4.6
04,PTSD,Trauma experienced,Men,East of England,29.12192856265083,30.54477495828225,335.00000000000006,24.5154,34.2019,9.6865,2.4711,4875281,0.1107689576335316,4.6
04,PTSD,Trauma experienced,Men,London,28.237878806715617,28.39467822343607,291.0,23.3753,33.6675,10.2922,2.6256,6806412,0.1546452732600154,4.6
04,PTSD,Trauma experienced,Men,South East,35.38788406848933,34.532130063688385,509.0000000000005,31.3574,39.6373,8.2799,2.1122,7184102,0.1632265894156603,4.6
04,PTSD,Trauma experienced,Men,South West,32.22940219324235,31.232903369156706,292.0000000000001,27.1296,37.7907,10.6611,2.7197,4473319,0.10163616882642702,4.6
04,PTSD,PTSD screen positive,Men,North East,0.2855078975733119,0.31141585534832145,134.0000000000001,0.0239,3.3181,3.2942,0.8404,2154854,0.048959420273917774,4.6
04,PTSD,PTSD screen positive,Men,North West,4.850871743117549,4.725282972461551,387.0,3.119,7.4703,4.3513,1.11,5790512,0.1315634890387767,4.6
04,PTSD,PTSD screen positive,Men,Yorkshire & the Humber,4.789937070918468,4.842085334145048,239.00000000000014,2.7256,8.2846,5.559,1.4181,4347165,0.09876988335871746,4.6
04,PTSD,PTSD screen positive,Men,East Midlands,2.996514400274762,3.230473229865437,293.00000000000006,1.5722,5.6374,4.0652,1.0371,3782353,0.0859370565946991,4.6
04,PTSD,PTSD screen positive,Men,West Midlands,3.5683243077387647,3.337118156395774,300.99999999999983,1.9904,6.3164,4.326,1.1036,4599064,0.10449316159825463,4.6
04,PTSD,PTSD screen positive,Men,East of England,5.055467462729418,5.610095439605973,335.00000000000006,3.1773,7.9527,4.7754,1.2183,4875281,0.1107689576335316,4.6
04,PTSD,PTSD screen positive,Men,London,3.7665310750826504,3.5614684300559514,291.0,2.1138,6.624,4.5102,1.1506,6806412,0.1546452732600154,4.6
04,PTSD,PTSD screen positive,Men,South East,2.9800817820845023,3.111773086353535,509.0000000000005,1.8191,4.8455,3.0264,0.7721,7184102,0.1632265894156603,4.6
04,PTSD,PTSD screen positive,Men,South West,2.928328273504441,3.069034751636114,292.0000000000001,1.5235,5.5556,4.0321,1.0286,4473319,0.10163616882642702,4.6
04,PTSD,Trauma experienced,Women,North East,30.742701370208174,30.682830454699765,215.9999999999998,24.9704,37.188,12.2176,3.1168,2154854,0.048959420273917774,4.6
04,PTSD,Trauma experienced,Women,North West,31.182290437446312,31.288065623406524,551.0000000000003,27.4559,35.1693,7.7134,1.9677,5790512,0.1315634890387767,4.6
04,PTSD,Trauma experienced,Women,Yorkshire & the Humber,27.094494518860152,26.929231099161854,361.0,22.7688,31.9026,9.1338,2.3301,4347165,0.09876988335871746,4.6
04,PTSD,Trauma experienced,Women,East Midlands,28.404167409318504,28.27052075609169,369.00000000000006,24.0438,33.2095,9.1657,2.3382,3782353,0.0859370565946991,4.6
04,PTSD,Trauma experienced,Women,West Midlands,35.915413358952755,35.75847031120464,471.0000000000002,31.7128,40.346,8.6332,2.2024,4599064,0.10449316159825463,4.6
04,PTSD,Trauma experienced,Women,East of England,30.777568468872534,30.925253022092548,473.00000000000017,26.7867,35.0782,8.2915,2.1152,4875281,0.1107689576335316,4.6
04,PTSD,Trauma experienced,Women,London,29.378021288408103,29.536672205356496,463.00000000000045,25.4124,33.683,8.2706,2.1099,6806412,0.1546452732600154,4.6
04,PTSD,Trauma experienced,Women,South East,30.175876509623556,29.90982397815992,675.9999999999983,26.8356,33.7402,6.9046,1.7614,7184102,0.1632265894156603,4.6
04,PTSD,Trauma experienced,Women,South West,36.84171044042092,36.49152556497433,482.9999999999989,32.6594,41.2317,8.5723,2.1868,4473319,0.10163616882642702,4.6
04,PTSD,PTSD screen positive,Women,North East,6.576727862727269,5.682055315093202,215.9999999999998,3.9722,10.6988,6.7266,1.716,2154854,0.048959420273917774,4.6
04,PTSD,PTSD screen positive,Women,North West,4.490745804246254,4.501782915072937,551.0000000000003,3.054,6.5576,3.5036,0.8938,5790512,0.1315634890387767,4.6
04,PTSD,PTSD screen positive,Women,Yorkshire & the Humber,4.960517533636663,5.046922744568281,361.0,3.1569,7.7126,4.5557,1.1622,4347165,0.09876988335871746,4.6
04,PTSD,PTSD screen positive,Women,East Midlands,6.791962730167667,6.4601081528487665,369.00000000000006,4.6447,9.8296,5.1849,1.3227,3782353,0.0859370565946991,4.6
04,PTSD,PTSD screen positive,Women,West Midlands,5.626626504544715,5.4579429513270155,471.0000000000002,3.8821,8.0891,4.207,1.0732,4599064,0.10449316159825463,4.6
04,PTSD,PTSD screen positive,Women,East of England,5.5902776731472175,5.628876048436763,473.00000000000017,3.8552,8.0408,4.1856,1.0678,4875281,0.1107689576335316,4.6
04,PTSD,PTSD screen positive,Women,London,5.144327156596091,4.468492600406408,463.00000000000045,3.4759,7.551,4.0751,1.0396,6806412,0.1546452732600154,4.6
04,PTSD,PTSD screen positive,Women,South East,3.616386066962781,3.64823248550863,675.9999999999983,2.4508,5.3061,2.8553,0.7284,7184102,0.1632265894156603,4.6
04,PTSD,PTSD screen positive,Women,South West,4.931911407327202,5.128660869968706,482.9999999999989,3.3315,7.2436,3.9121,0.998,4473319,0.10163616882642702,4.6
04,PTSD,Trauma experienced,All adults,North East,31.70443271145041,31.814359509124806,350.0000000000001,27.0506,36.7555,9.7049,2.4758,2154854,0.048959420273917774,4.6
04,PTSD,Trauma experienced,All adults,North West,31.518475381902398,31.427475984689853,938.0000000000014,28.6258,34.5619,5.9361,1.5143,5790512,0.1315634890387767,4.6
04,PTSD,Trauma experienced,All adults,Yorkshire & the Humber,25.112229863810974,25.618908360151405,599.9999999999989,21.8081,28.7331,6.925,1.7666,4347165,0.09876988335871746,4.6
04,PTSD,Trauma experienced,All adults,East Midlands,33.548829873176686,33.57757786949956,661.9999999999998,30.0561,37.2313,7.1752,1.8304,3782353,0.0859370565946991,4.6
04,PTSD,Trauma experienced,All adults,West Midlands,34.58765216450174,34.28795649451114,771.9999999999994,31.3161,38.0118,6.6957,1.7081,4599064,0.10449316159825463,4.6
04,PTSD,Trauma experienced,All adults,East of England,29.955320364771165,30.736293490381428,808.0,26.8978,33.2025,6.3047,1.6084,4875281,0.1107689576335316,4.6
04,PTSD,Trauma experienced,All adults,London,28.838207812574513,28.99597926870003,754.0000000000014,25.7184,32.1725,6.4541,1.6465,6806412,0.1546452732600154,4.6
04,PTSD,Trauma experienced,All adults,South East,32.796653198982206,32.23409003670061,1184.9999999999982,30.183,35.5215,5.3385,1.3619,7184102,0.1632265894156603,4.6
04,PTSD,Trauma experienced,All adults,South West,34.73116901749971,34.08522495022644,774.9999999999999,31.4619,38.1511,6.6892,1.7065,4473319,0.10163616882642702,4.6
04,PTSD,PTSD screen positive,All adults,North East,3.686230315000235,3.2145046354199693,350.0000000000001,2.1624,6.2157,4.0533,1.034,2154854,0.048959420273917774,4.6
04,PTSD,PTSD screen positive,All adults,North West,4.672702357685106,4.614708691701014,938.0000000000014,3.4971,6.2181,2.721,0.6941,5790512,0.1315634890387767,4.6
04,PTSD,PTSD screen positive,All adults,Yorkshire & the Humber,4.875372970295085,4.944678449177277,599.9999999999989,3.421,6.9039,3.4829,0.8885,4347165,0.09876988335871746,4.6
04,PTSD,PTSD screen positive,All adults,East Midlands,4.777852236528716,4.746246824051057,661.9999999999998,3.3978,6.6797,3.2819,0.8373,3782353,0.0859370565946991,4.6
04,PTSD,PTSD screen positive,All adults,West Midlands,4.6484855456845535,4.450084878794168,771.9999999999994,3.3747,6.3714,2.9967,0.7645,4599064,0.10449316159825463,4.6
04,PTSD,PTSD screen positive,All adults,East of England,5.325483059866568,5.61957736815161,808.0,3.9779,7.0958,3.1179,0.7954,4875281,0.1107689576335316,4.6
04,PTSD,PTSD screen positive,All adults,London,4.486106241846254,4.035173472043835,754.0000000000014,3.2251,6.2085,2.9834,0.7611,6806412,0.1546452732600154,4.6
04,PTSD,PTSD screen positive,All adults,South East,3.2961595844555895,3.3782525972517843,1184.9999999999982,2.421,4.4731,2.0521,0.5235,7184102,0.1632265894156603,4.6
04,PTSD,PTSD screen positive,All adults,South West,4.015126944738696,4.186227569198282,774.9999999999999,2.8447,5.6392,2.7945,0.7129,4473319,0.10163616882642702,4.6
05,Psychotic Disorder,Psychotic disorder (past year),Men,North East,,,327.0000000000004,,,,,2154854,0.048959420273917774,5.5
05,Psychotic Disorder,Psychotic disorder (past year),Men,North West,0.33918330272322716,0.33918330272322716,886.0,0.1155,0.9916,0.8761,0.2235,5790512,0.1315634890387767,5.5
05,Psychotic Disorder,Psychotic disorder (past year),Men,Yorkshire & the Humber,0.2965211244788598,0.2965211244788598,587.9999999999998,0.0751,1.1632,1.0881,0.2776,4347165,0.09876988335871746,5.5
05,Psychotic Disorder,Psychotic disorder (past year),Men,East Midlands,0.6423479345069056,0.6423479345069056,634.0000000000002,0.252,1.6272,1.3752,0.3508,3782353,0.0859370565946991,5.5
05,Psychotic Disorder,Psychotic disorder (past year),Men,West Midlands,0.28103363374904516,0.28103363374904516,673.9999999999997,0.0747,1.0509,0.9762,0.249,4599064,0.10449316159825463,5.5
05,Psychotic Disorder,Psychotic disorder (past year),Men,East of England,1.075269415611365,1.075269415611365,709.0000000000018,0.5372,2.1406,1.6034,0.409,4875281,0.1107689576335316,5.5
05,Psychotic Disorder,Psychotic disorder (past year),Men,London,1.0773813229617692,1.0773813229617692,641.0,0.5204,2.2173,1.6969,0.4329,6806412,0.1546452732600154,5.5
05,Psychotic Disorder,Psychotic disorder (past year),Men,South East,0.12765258946262847,0.12765258946262847,1027.0000000000002,0.0271,0.5999,0.5728,0.1461,7184102,0.1632265894156603,5.5
05,Psychotic Disorder,Psychotic disorder (past year),Men,South West,,,637.9999999999998,,,,,4473319,0.10163616882642702,5.5
05,Psychotic Disorder,Psychotic disorder (past year),Women,North East,0.9509929887512394,0.9509929887512394,482.99999999999926,0.393,2.283,1.89,0.4822,2154854,0.048959420273917774,5.5
05,Psychotic Disorder,Psychotic disorder (past year),Women,North West,0.8222824616748158,0.8222824616748158,1182.0000000000016,0.4435,1.5197,1.0762,0.2746,5790512,0.1315634890387767,5.5
05,Psychotic Disorder,Psychotic disorder (past year),Women,Yorkshire & the Humber,0.8519128521834963,0.8519128521834963,866.9999999999997,0.421,1.7165,1.2955,0.3305,4347165,0.09876988335871746,5.5
05,Psychotic Disorder,Psychotic disorder (past year),Women,East Midlands,0.5047932478642617,0.5047932478642617,734.0000000000006,0.1899,1.3351,1.1452,0.2922,3782353,0.0859370565946991,5.5
05,Psychotic Disorder,Psychotic disorder (past year),Women,West Midlands,0.6606404957392769,0.6606404957392769,935.9999999999999,0.3065,1.4181,1.1116,0.2836,4599064,0.10449316159825463,5.5
05,Psychotic Disorder,Psychotic disorder (past year),Women,East of England,0.6271080318004463,0.6271080318004463,958.0000000000007,0.2879,1.3607,1.0728,0.2737,4875281,0.1107689576335316,5.5
05,Psychotic Disorder,Psychotic disorder (past year),Women,London,0.15101613750356685,0.15101613750356685,976.9999999999997,0.0345,0.658,0.6235,0.159,6806412,0.1546452732600154,5.5
05,Psychotic Disorder,Psychotic disorder (past year),Women,South East,0.783343989476397,0.783343989476397,1401.9999999999998,0.4378,1.3979,0.9601,0.2449,7184102,0.1632265894156603,5.5
05,Psychotic Disorder,Psychotic disorder (past year),Women,South West,0.38256331750448763,0.38256331750448763,916.9999999999992,0.1403,1.0388,0.8985,0.2292,4473319,0.10163616882642702,5.5
05,Psychotic Disorder,Psychotic disorder (past year),All adults,North East,0.5127856525835129,0.5127856525835129,810.000000000001,0.2029,1.2898,1.0869,0.2773,2154854,0.048959420273917774,5.5
05,Psychotic Disorder,Psychotic disorder (past year),All adults,North West,0.5801215049583924,0.5801215049583924,2067.999999999998,0.3321,1.0114,0.6793,0.1733,5790512,0.1315634890387767,5.5
05,Psychotic Disorder,Psychotic disorder (past year),All adults,Yorkshire & the Humber,0.5838290056976602,0.5838290056976602,1455.0000000000005,0.3019,1.126,0.8241,0.2102,4347165,0.09876988335871746,5.5
05,Psychotic Disorder,Psychotic disorder (past year),All adults,East Midlands,0.5777584737169401,0.5777584737169401,1367.9999999999966,0.2919,1.1404,0.8485,0.2165,3782353,0.0859370565946991,5.5
05,Psychotic Disorder,Psychotic disorder (past year),All adults,West Midlands,0.47796612936763994,0.47796612936763994,1610.000000000008,0.2393,0.9524,0.7131,0.1819,4599064,0.10449316159825463,5.5
05,Psychotic Disorder,Psychotic disorder (past year),All adults,East of England,0.8485045602333349,0.8485045602333349,1666.9999999999966,0.5074,1.4156,0.9082,0.2317,4875281,0.1107689576335316,5.5
05,Psychotic Disorder,Psychotic disorder (past year),All adults,London,0.5846080721918389,0.5846080721918389,1617.9999999999989,0.3126,1.0907,0.7781,0.1985,6806412,0.1546452732600154,5.5
05,Psychotic Disorder,Psychotic disorder (past year),All adults,South East,0.46568168034133034,0.46568168034133034,2428.9999999999886,0.2623,0.8255,0.5632,0.1437,7184102,0.1632265894156603,5.5
05,Psychotic Disorder,Psychotic disorder (past year),All adults,South West,0.19928144667439024,0.19928144667439024,1555.0000000000043,0.0689,0.5751,0.5062,0.1291,4473319,0.10163616882642702,5.5
07,Personality Disorder,Any personality disorder (SAPAS),Men,North East,10.9956,11.4574,138.0,6.7964,17.3075,10.5111,2.6814,2154854,0.048959420273917774,7.14
07,Personality Disorder,Any personality disorder (SAPAS),Men,North West,12.519,12.3126,402.0,9.6346,16.1129,6.4783,1.6527,5790512,0.1315634890387767,7.14
07,Personality Disorder,Any personality disorder (SAPAS),Men,Yorkshire & the Humber,16.9174,16.2903,245.0,12.7421,22.1141,9.372,2.3909,4347165,0.09876988335871746,7.14
07,Personality Disorder,Any personality disorder (SAPAS),Men,East Midlands,11.7455,9.5483,309.0,8.6167,15.8137,7.197,1.836,3782353,0.0859370565946991,7.14
07,Personality Disorder,Any personality disorder (SAPAS),Men,West Midlands,11.7717,11.9813,316.0,8.6693,15.7924,7.1231,1.8172,4599064,0.10449316159825463,7.14
07,Personality Disorder,Any personality disorder (SAPAS),Men,East of England,14.1178,13.2502,341.0,10.8207,18.2143,7.3936,1.8862,4875281,0.1107689576335316,7.14
07,Personality Disorder,Any personality disorder (SAPAS),Men,London,15.8804,17.6935,303.0,12.1958,20.4193,8.2235,2.0979,6806412,0.1546452732600154,7.14
07,Personality Disorder,Any personality disorder (SAPAS),Men,South East,11.8887,11.2913,529.0,9.4017,14.9253,5.5236,1.4091,7184102,0.1632265894156603,7.14
07,Personality Disorder,Any personality disorder (SAPAS),Men,South West,11.9062,13.677,302.0,8.7237,16.0457,7.322,1.8679,4473319,0.10163616882642702,7.14
07,Personality Disorder,Any personality disorder (SAPAS),Women,North East,17.2509,17.4128,222.0,12.849,22.7669,9.9179,2.5301,2154854,0.048959420273917774,7.14
07,Personality Disorder,Any personality disorder (SAPAS),Women,North West,12.3098,12.9095,565.0,9.8524,15.2762,5.4238,1.3837,5790512,0.1315634890387767,7.14
07,Personality Disorder,Any personality disorder (SAPAS),Women,Yorkshire & the Humber,10.9058,11.2078,376.0,8.1416,14.4607,6.3191,1.6121,4347165,0.09876988335871746,7.14
07,Personality Disorder,Any personality disorder (SAPAS),Women,East Midlands,16.7141,16.6471,388.0,13.3318,20.749,7.4172,1.8922,3782353,0.0859370565946991,7.14
07,Personality Disorder,Any personality disorder (SAPAS),Women,West Midlands,16.4313,16.748,486.0,13.4025,19.9866,6.5841,1.6797,4599064,0.10449316159825463,7.14
07,Personality Disorder,Any personality disorder (SAPAS),Women,East of England,13.7748,14.4777,485.0,10.9911,17.1278,6.1367,1.5655,4875281,0.1107689576335316,7.14
07,Personality Disorder,Any personality disorder (SAPAS),Women,London,16.4486,16.3084,480.0,13.401,20.0289,6.6279,1.6908,6806412,0.1546452732600154,7.14
07,Personality Disorder,Any personality disorder (SAPAS),Women,South East,10.3874,10.7965,695.0,8.3327,12.8776,4.5449,1.1594,7184102,0.1632265894156603,7.14
07,Personality Disorder,Any personality disorder (SAPAS),Women,South West,15.268,16.2944,500.0,12.381,18.6846,6.3036,1.6081,4473319,0.10163616882642702,7.14
07,Personality Disorder,Any personality disorder (SAPAS),All adults,North East,14.3712,14.6107,360.0,11.1233,18.3715,7.2482,1.8491,2154854,0.048959420273917774,7.14
07,Personality Disorder,Any personality disorder (SAPAS),All adults,North West,12.4154,12.602,967.0,10.4845,14.6437,4.1592,1.061,5790512,0.1315634890387767,7.14
07,Personality Disorder,Any personality disorder (SAPAS),All adults,Yorkshire & the Humber,13.9042,13.7947,621.0,11.4042,16.848,5.4438,1.3888,4347165,0.09876988335871746,7.14
07,Personality Disorder,Any personality disorder (SAPAS),All adults,East Midlands,14.0839,12.817,697.0,11.6979,16.8636,5.1657,1.3178,3782353,0.0859370565946991,7.14
07,Personality Disorder,Any personality disorder (SAPAS),All adults,West Midlands,14.2169,14.4342,802.0,11.9703,16.8047,4.8344,1.2333,4599064,0.10449316159825463,7.14
07,Personality Disorder,Any personality disorder (SAPAS),All adults,East of England,13.9447,13.8572,826.0,11.7488,16.4744,4.7256,1.2055,4875281,0.1107689576335316,7.14
07,Personality Disorder,Any personality disorder (SAPAS),All adults,London,16.1782,16.9818,783.0,13.765,18.9217,5.1567,1.3155,6806412,0.1546452732600154,7.14
07,Personality Disorder,Any personality disorder (SAPAS),All adults,South East,11.1447,11.0511,1224.0,9.5019,13.0306,3.5287,0.9002,7184102,0.1632265894156603,7.14
07,Personality Disorder,Any personality disorder (SAPAS),All adults,South West,13.7297,15.0701,802.0,11.5201,16.2851,4.765,1.2156,4473319,0.10163616882642702,7.14
08,ADHD,ADHD screen (4+ symptoms),Men,North East,7.9787,7.6897,155.0,4.6603,13.3296,8.6693,2.2116,2154854,0.048959420273917774,8.6
08,ADHD,ADHD screen (4+ symptoms),Men,North West,11.5696,11.6478,422.0,8.8586,14.974,6.1154,1.5601,5790512,0.1315634890387767,8.6
08,ADHD,ADHD screen (4+ symptoms),Men,Yorkshire & the Humber,11.2282,11.3618,273.0,8.0085,15.5239,7.5154,1.9172,4347165,0.09876988335871746,8.6
08,ADHD,ADHD screen (4+ symptoms),Men,East Midlands,8.7244,8.9768,318.0,6.095,12.3392,6.2442,1.5929,3782353,0.0859370565946991,8.6
08,ADHD,ADHD screen (4+ symptoms),Men,West Midlands,11.1053,11.0905,342.0,8.1979,14.8768,6.6789,1.7038,4599064,0.10449316159825463,8.6
08,ADHD,ADHD screen (4+ symptoms),Men,East of England,12.9843,13.1421,348.0,9.853,16.9238,7.0708,1.8038,4875281,0.1107689576335316,8.6
08,ADHD,ADHD screen (4+ symptoms),Men,London,10.3605,9.1991,331.0,7.5196,14.1109,6.5913,1.6815,6806412,0.1546452732600154,8.6
08,ADHD,ADHD screen (4+ symptoms),Men,South East,8.3194,9.1482,548.0,6.2871,10.932,4.6449,1.1849,7184102,0.1632265894156603,8.6
08,ADHD,ADHD screen (4+ symptoms),Men,South West,6.6508,7.2848,318.0,4.3973,9.9391,5.5418,1.4138,4473319,0.10163616882642702,8.6
08,ADHD,ADHD screen (all 6 symptoms),Men,North East,0.2991,0.3341,155.0,0.0294,2.9728,2.9434,0.7509,2154854,0.048959420273917774,8.6
08,ADHD,ADHD screen (all 6 symptoms),Men,North West,0.672,0.619,422.0,0.2225,2.0115,1.789,0.4564,5790512,0.1315634890387767,8.6
08,ADHD,ADHD screen (all 6 symptoms),Men,Yorkshire & the Humber,1.0463,1.1831,273.0,0.3479,3.1033,2.7554,0.7029,4347165,0.09876988335871746,8.6
08,ADHD,ADHD screen (all 6 symptoms),Men,East Midlands,0.8184,0.908,318.0,0.2594,2.5515,2.2921,0.5847,3782353,0.0859370565946991,8.6
08,ADHD,ADHD screen (all 6 symptoms),Men,West Midlands,0.6031,0.5831,342.0,0.1685,2.1351,1.9666,0.5017,4599064,0.10449316159825463,8.6
08,ADHD,ADHD screen (all 6 symptoms),Men,East of England,0.6582,0.611,348.0,0.1949,2.199,2.0041,0.5113,4875281,0.1107689576335316,8.6
08,ADHD,ADHD screen (all 6 symptoms),Men,London,1.7471,1.495,331.0,0.7921,3.8093,3.0172,0.7697,6806412,0.1546452732600154,8.6
08,ADHD,ADHD screen (all 6 symptoms),Men,South East,0.3937,0.3702,548.0,0.1127,1.3653,1.2526,0.3195,7184102,0.1632265894156603,8.6
08,ADHD,ADHD screen (all 6 symptoms),Men,South West,,,318.0,,,,,4473319,0.10163616882642702,8.6
08,ADHD,ADHD screen (4+ symptoms),Women,North East,7.1176,6.9699,240.0,4.496,11.0903,6.5943,1.6823,2154854,0.048959420273917774,8.6
08,ADHD,ADHD screen (4+ symptoms),Women,North West,9.158,9.2589,589.0,7.0858,11.7595,4.6737,1.1923,5790512,0.1315634890387767,8.6
08,ADHD,ADHD screen (4+ symptoms),Women,Yorkshire & the Humber,8.6533,8.7841,424.0,6.3347,11.7143,5.3796,1.3724,4347165,0.09876988335871746,8.6
08,ADHD,ADHD screen (4+ symptoms),Women,East Midlands,9.5059,9.4984,405.0,7.018,12.7547,5.7367,1.4635,3782353,0.0859370565946991,8.6
08,ADHD,ADHD screen (4+ symptoms),Women,West Midlands,10.6673,10.2726,524.0,8.3046,13.6025,5.2979,1.3515,4599064,0.10449316159825463,8.6
08,ADHD,ADHD screen (4+ symptoms),Women,East of England,10.4326,10.4557,504.0,8.0565,13.4073,5.3508,1.365,4875281,0.1107689576335316,8.6
08,ADHD,ADHD screen (4+ symptoms),Women,London,10.1036,9.6624,532.0,7.8219,12.9574,5.1355,1.3101,6806412,0.1546452732600154,8.6
08,ADHD,ADHD screen (4+ symptoms),Women,South East,8.3052,8.3943,740.0,6.5257,10.5153,3.9896,1.0178,7184102,0.1632265894156603,8.6
08,ADHD,ADHD screen (4+ symptoms),Women,South West,10.2621,10.5661,529.0,7.9561,13.1411,5.185,1.3227,4473319,0.10163616882642702,8.6
08,ADHD,ADHD screen (all 6 symptoms),Women,North East,0.4102,0.2936,240.0,0.0717,2.3112,2.2395,0.5713,2154854,0.048959420273917774,8.6
08,ADHD,ADHD screen (all 6 symptoms),Women,North West,0.1401,0.1574,589.0,0.0216,0.9048,0.8832,0.2253,5790512,0.1315634890387767,8.6
08,ADHD,ADHD screen (all 6 symptoms),Women,Yorkshire & the Humber,0.2502,0.3129,424.0,0.046,1.3477,1.3017,0.3321,4347165,0.09876988335871746,8.6
08,ADHD,ADHD screen (all 6 symptoms),Women,East Midlands,0.2596,0.3639,405.0,0.0475,1.4065,1.359,0.3467,3782353,0.0859370565946991,8.6
08,ADHD,ADHD screen (all 6 symptoms),Women,West Midlands,0.7808,0.7441,524.0,0.3071,1.9709,1.6638,0.4245,4599064,0.10449316159825463,8.6
08,ADHD,ADHD screen (all 6 symptoms),Women,East of England,0.6701,0.7046,504.0,0.2415,1.8449,1.6034,0.409,4875281,0.1107689576335316,8.6
08,ADHD,ADHD screen (all 6 symptoms),Women,London,1.0993,1.0325,532.0,0.5,2.3998,1.8998,0.4847,6806412,0.1546452732600154,8.6
08,ADHD,ADHD screen (all 6 symptoms),Women,South East,0.4236,0.4511,740.0,0.1473,1.212,1.0647,0.2716,7184102,0.1632265894156603,8.6
08,ADHD,ADHD screen (all 6 symptoms),Women,South West,1.312,1.5371,529.0,0.6351,2.691,2.0559,0.5245,4473319,0.10163616882642702,8.6
08,ADHD,ADHD screen (4+ symptoms),All adults,North East,7.5213,7.3074,395.0,5.31,10.5509,5.2409,1.337,2154854,0.048959420273917774,8.6
08,ADHD,ADHD screen (4+ symptoms),All adults,North West,10.3789,10.4684,1011.0,8.6465,12.4113,3.7648,0.9604,5790512,0.1315634890387767,8.6
08,ADHD,ADHD screen (4+ symptoms),All adults,Yorkshire & the Humber,9.9309,10.0631,697.0,7.9254,12.3756,4.4502,1.1353,4347165,0.09876988335871746,8.6
08,ADHD,ADHD screen (4+ symptoms),All adults,East Midlands,9.0946,9.2239,723.0,7.2093,11.4123,4.203,1.0722,3782353,0.0859370565946991,8.6
08,ADHD,ADHD screen (4+ symptoms),All adults,West Midlands,10.8761,10.6626,866.0,8.9727,13.1251,4.1524,1.0593,4599064,0.10449316159825463,8.6
08,ADHD,ADHD screen (4+ symptoms),All adults,East of England,11.6852,11.7744,852.0,9.6981,14.0163,4.3182,1.1016,4875281,0.1107689576335316,8.6
08,ADHD,ADHD screen (4+ symptoms),All adults,London,10.224,9.4453,863.0,8.3758,12.4248,4.049,1.0329,6806412,0.1546452732600154,8.6
08,ADHD,ADHD screen (4+ symptoms),All adults,South East,8.3123,8.771,1288.0,6.9257,9.9468,3.0211,0.7707,7184102,0.1632265894156603,8.6
08,ADHD,ADHD screen (4+ symptoms),All adults,South West,8.6186,9.0727,847.0,6.9105,10.7004,3.7899,0.9668,4473319,0.10163616882642702,8.6
08,ADHD,ADHD screen (all 6 symptoms),All adults,North East,0.3581,0.3126,395.0,0.0797,1.5927,1.513,0.386,2154854,0.048959420273917774,8.6
08,ADHD,ADHD screen (all 6 symptoms),All adults,North West,0.4094,0.3911,1011.0,0.1617,1.0325,0.8708,0.2221,5790512,0.1315634890387767,8.6
08,ADHD,ADHD screen (all 6 symptoms),All adults,Yorkshire & the Humber,0.6452,0.7446,697.0,0.2641,1.5673,1.3032,0.3324,4347165,0.09876988335871746,8.6
08,ADHD,ADHD screen (all 6 symptoms),All adults,East Midlands,0.5536,0.6502,723.0,0.2155,1.4143,1.1988,0.3058,3782353,0.0859370565946991,8.6
08,ADHD,ADHD screen (all 6 symptoms),All adults,West Midlands,0.6961,0.6673,866.0,0.32,1.5077,1.1877,0.303,4599064,0.10449316159825463,8.6
