date,row_id,row_name,total_list_size
2022-02-01,B2M3M,NHS COVENTRY AND WARWICKSHIRE,1048575
2022-02-01,D2P2L,NHS BLACK COUNTRY,1286360
2022-02-01,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",1892773
2022-02-01,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",1074080
2022-02-01,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",518658
2022-02-01,U2G6B,NHS THAMES VALLEY ICB - U2G6B,457680
2022-02-01,W2U3Z,NHS NORTH WEST LONDON,2757592
2022-02-01,X2C4Y,NHS KIRKLEES,449872
2022-03-01,00L,NHS NORTHUMBERLAND,333252
2022-03-01,00N,NHS SOUTH TYNESIDE,158819
2022-03-01,00P,NHS SUNDERLAND,286160
2022-03-01,00Q,NHS BLACKBURN WITH DARWEN,181242
2022-03-01,00R,NHS BLACKPOOL,176209
2022-03-01,00T,NHS BOLTON,319777
2022-03-01,00V,NHS BURY,208676
2022-03-01,00X,NHS CHORLEY AND SOUTH RIBBLE,187858
2022-03-01,00Y,NHS OLDHAM,262345
2022-03-01,01A,NHS EAST LANCASHIRE,395404
2022-03-01,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",242414
2022-03-01,01E,NHS GREATER PRESTON,221316
2022-03-01,01F,NHS HALTON,135187
2022-03-01,01G,NHS SALFORD,301296
2022-03-01,01H,NHS NORTH CUMBRIA,329142
2022-03-01,01J,NHS KNOWSLEY,170263
2022-03-01,01K,NHS MORECAMBE BAY,353715
2022-03-01,01T,NHS SOUTH SEFTON,157096
2022-03-01,01V,NHS SOUTHPORT AND FORMBY,126572
2022-03-01,01W,NHS STOCKPORT,320647
2022-03-01,01X,NHS ST HELENS,200316
2022-03-01,01Y,NHS TAMESIDE AND GLOSSOP,220326
2022-03-01,02A,NHS TRAFFORD,245509
2022-03-01,02E,NHS WARRINGTON,223517
2022-03-01,02G,NHS WEST LANCASHIRE,115211
2022-03-01,02H,NHS WIGAN BOROUGH,338179
2022-03-01,02M,NHS FYLDE AND WYRE,182526
2022-03-01,02P,NHS BARNSLEY,265401
2022-03-01,02Q,NHS BASSETLAW,121997
2022-03-01,02T,NHS CALDERDALE,222386
2022-03-01,02X,NHS DONCASTER,328002
2022-03-01,02Y,NHS EAST RIDING OF YORKSHIRE,307946
2022-03-01,03F,NHS HULL,306976
2022-03-01,03H,NHS NORTH EAST LINCOLNSHIRE,171725
2022-03-01,03K,NHS NORTH LINCOLNSHIRE,183791
2022-03-01,03L,NHS ROTHERHAM,266776
2022-03-01,03N,NHS SHEFFIELD,618415
2022-03-01,03Q,NHS VALE OF YORK,251235
2022-03-01,03R,NHS WAKEFIELD,388365
2022-03-01,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,351707
2022-03-01,04C,NHS LEICESTER CITY,426727
2022-03-01,04V,NHS WEST LEICESTERSHIRE,408758
2022-03-01,04Y,NHS CANNOCK CHASE,136029
2022-03-01,05D,NHS EAST STAFFORDSHIRE,148094
2022-03-01,05G,NHS NORTH STAFFORDSHIRE,218060
2022-03-01,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,218157
2022-03-01,05V,NHS STAFFORD AND SURROUNDS,152112
2022-03-01,05W,NHS STOKE ON TRENT,297825
2022-03-01,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,1013211
2022-03-01,06K,NHS EAST AND NORTH HERTFORDSHIRE,617160
2022-03-01,06L,NHS IPSWICH AND EAST SUFFOLK,410125
2022-03-01,06N,NHS HERTS VALLEYS,669123
2022-03-01,06Q,NHS MID ESSEX,404882
2022-03-01,06T,NHS NORTH EAST ESSEX,365518
2022-03-01,07G,NHS THURROCK,184360
2022-03-01,07H,NHS WEST ESSEX,324369
2022-03-01,07K,NHS WEST SUFFOLK,271263
2022-03-01,09D,NHS BRIGHTON AND HOVE,329501
2022-03-01,10Q,NHS OXFORDSHIRE,794251
2022-03-01,10R,NHS PORTSMOUTH,230618
2022-03-01,11J,NHS DORSET,819738
2022-03-01,11M,NHS GLOUCESTERSHIRE,674367
2022-03-01,11N,NHS CORNWALL AND THE ISLES OF SCILLY,597654
2022-03-01,11X,NHS SOMERSET,594251
2022-03-01,12F,NHS WIRRAL,339466
2022-03-01,13T,NHS NEWCASTLE GATESHEAD,539222
2022-03-01,14L,NHS MANCHESTER,697380
2022-03-01,14Y,NHS BUCKINGHAMSHIRE,578208
2022-03-01,15A,NHS BERKSHIRE WEST,568374
2022-03-01,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",1059638
2022-03-01,15E,NHS BIRMINGHAM AND SOLIHULL,1569737
2022-03-01,15F,NHS LEEDS,909655
2022-03-01,15M,NHS DERBY AND DERBYSHIRE,1108635
2022-03-01,15N,NHS DEVON,1270735
2022-03-01,16C,NHS TEES VALLEY,717454
2022-03-01,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE,815213
2022-03-01,26A,NHS NORFOLK AND WAVENEY,1080841
2022-03-01,27D,NHS CHESHIRE,796098
2022-03-01,36J,NHS BRADFORD DISTRICT AND CRAVEN,649187
2022-03-01,36L,NHS SOUTH WEST LONDON,1728778
2022-03-01,42D,NHS NORTH YORKSHIRE,554328
2022-03-01,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,1119254
2022-03-01,70F,NHS WEST SUSSEX,922227
2022-03-01,71E,NHS LINCOLNSHIRE,805229
2022-03-01,72Q,NHS SOUTH EAST LONDON,2050935
2022-03-01,78H,NHS NORTHAMPTONSHIRE,811380
2022-03-01,84H,NHS COUNTY DURHAM,560811
2022-03-01,91Q,NHS KENT AND MEDWAY,1962406
2022-03-01,92A,NHS SURREY HEARTLANDS,1272351
2022-03-01,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",979991
2022-03-01,93C,NHS NORTH CENTRAL LONDON,1747362
2022-03-01,97R,NHS EAST SUSSEX,566727
2022-03-01,99A,NHS LIVERPOOL,566790
2022-03-01,99C,NHS NORTH TYNESIDE,224313
2022-03-01,99E,NHS BASILDON AND BRENTWOOD,285655
2022-03-01,99F,NHS CASTLE POINT AND ROCHFORD,186184
2022-03-01,99G,NHS SOUTHEND,190419
2022-03-01,A3A8R,NHS NORTH EAST LONDON,2355246
2022-03-01,B2M3M,NHS COVENTRY AND WARWICKSHIRE,1049975
2022-03-01,D2P2L,NHS BLACK COUNTRY,1287278
2022-03-01,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",1893641
2022-03-01,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",1075763
2022-03-01,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",519014
2022-03-01,U2G6B,NHS THAMES VALLEY ICB - U2G6B,457936
2022-03-01,W2U3Z,NHS NORTH WEST LONDON,2765225
2022-03-01,X2C4Y,NHS KIRKLEES,450429
2022-04-01,00L,NHS NORTHUMBERLAND,333346
2022-04-01,00N,NHS SOUTH TYNESIDE,158827
2022-04-01,00P,NHS SUNDERLAND,286638
2022-04-01,00Q,NHS BLACKBURN WITH DARWEN,181344
2022-04-01,00R,NHS BLACKPOOL,176351
2022-04-01,00T,NHS BOLTON,320318
2022-04-01,00V,NHS BURY,208875
2022-04-01,00X,NHS CHORLEY AND SOUTH RIBBLE,187924
2022-04-01,00Y,NHS OLDHAM,262406
2022-04-01,01A,NHS EAST LANCASHIRE,395778
2022-04-01,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",242694
2022-04-01,01E,NHS GREATER PRESTON,221535
2022-04-01,01F,NHS HALTON,135230
2022-04-01,01G,NHS SALFORD,301875
2022-04-01,01H,NHS NORTH CUMBRIA,329171
2022-04-01,01J,NHS KNOWSLEY,170207
2022-04-01,01K,NHS MORECAMBE BAY,353690
2022-04-01,01T,NHS SOUTH SEFTON,157156
2022-04-01,01V,NHS SOUTHPORT AND FORMBY,126593
2022-04-01,01W,NHS STOCKPORT,320757
2022-04-01,01X,NHS ST HELENS,200349
2022-04-01,01Y,NHS TAMESIDE AND GLOSSOP,220577
2022-04-01,02A,NHS TRAFFORD,245660
2022-04-01,02E,NHS WARRINGTON,223699
2022-04-01,02G,NHS WEST LANCASHIRE,115393
2022-04-01,02H,NHS WIGAN BOROUGH,338516
2022-04-01,02M,NHS FYLDE AND WYRE,182540
2022-04-01,02P,NHS BARNSLEY,265577
2022-04-01,02Q,NHS BASSETLAW,122101
2022-04-01,02T,NHS CALDERDALE,222579
2022-04-01,02X,NHS DONCASTER,328255
2022-04-01,02Y,NHS EAST RIDING OF YORKSHIRE,308078
2022-04-01,03F,NHS HULL,307146
2022-04-01,03H,NHS NORTH EAST LINCOLNSHIRE,171735
2022-04-01,03K,NHS NORTH LINCOLNSHIRE,183816
2022-04-01,03L,NHS ROTHERHAM,267038
2022-04-01,03N,NHS SHEFFIELD,618854
2022-04-01,03Q,NHS VALE OF YORK,251032
2022-04-01,03R,NHS WAKEFIELD,388571
2022-04-01,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,352258
2022-04-01,04C,NHS LEICESTER CITY,427143
2022-04-01,04V,NHS WEST LEICESTERSHIRE,409216
2022-04-01,04Y,NHS CANNOCK CHASE,136111
2022-04-01,05D,NHS EAST STAFFORDSHIRE,148111
2022-04-01,05G,NHS NORTH STAFFORDSHIRE,218049
2022-04-01,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,218383
2022-04-01,05V,NHS STAFFORD AND SURROUNDS,152256
2022-04-01,05W,NHS STOKE ON TRENT,298114
2022-04-01,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,1013985
2022-04-01,06K,NHS EAST AND NORTH HERTFORDSHIRE,616908
2022-04-01,06L,NHS IPSWICH AND EAST SUFFOLK,410281
2022-04-01,06N,NHS HERTS VALLEYS,669754
2022-04-01,06Q,NHS MID ESSEX,405361
2022-04-01,06T,NHS NORTH EAST ESSEX,365777
2022-04-01,07G,NHS THURROCK,184541
2022-04-01,07H,NHS WEST ESSEX,324533
2022-04-01,07K,NHS WEST SUFFOLK,271354
2022-04-01,09D,NHS BRIGHTON AND HOVE,329655
2022-04-01,10Q,NHS OXFORDSHIRE,794786
2022-04-01,10R,NHS PORTSMOUTH,231121
2022-04-01,11J,NHS DORSET,820051
2022-04-01,11M,NHS GLOUCESTERSHIRE,675049
2022-04-01,11N,NHS CORNWALL AND THE ISLES OF SCILLY,597847
2022-04-01,11X,NHS SOMERSET,594527
2022-04-01,12F,NHS WIRRAL,339544
2022-04-01,13T,NHS NEWCASTLE GATESHEAD,539410
2022-04-01,14L,NHS MANCHESTER,699027
2022-04-01,14Y,NHS BUCKINGHAMSHIRE,578818
2022-04-01,15A,NHS BERKSHIRE WEST,568752
2022-04-01,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",1060591
2022-04-01,15E,NHS BIRMINGHAM AND SOLIHULL,1570902
2022-04-01,15F,NHS LEEDS,910159
2022-04-01,15M,NHS DERBY AND DERBYSHIRE,1109764
2022-04-01,15N,NHS DEVON,1271298
2022-04-01,16C,NHS TEES VALLEY,718347
2022-04-01,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE,815391
2022-04-01,26A,NHS NORFOLK AND WAVENEY,1080827
2022-04-01,27D,NHS CHESHIRE,797056
2022-04-01,36J,NHS BRADFORD DISTRICT AND CRAVEN,650082
2022-04-01,36L,NHS SOUTH WEST LONDON,1729594
2022-04-01,42D,NHS NORTH YORKSHIRE,554414
2022-04-01,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,1120289
2022-04-01,70F,NHS WEST SUSSEX,922725
2022-04-01,71E,NHS LINCOLNSHIRE,805536
2022-04-01,72Q,NHS SOUTH EAST LONDON,2052559
2022-04-01,78H,NHS NORTHAMPTONSHIRE,812441
2022-04-01,84H,NHS COUNTY DURHAM,560720
2022-04-01,91Q,NHS KENT AND MEDWAY,1964644
2022-04-01,92A,NHS SURREY HEARTLANDS,1273146
2022-04-01,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",980798
2022-04-01,93C,NHS NORTH CENTRAL LONDON,1748337
2022-04-01,97R,NHS EAST SUSSEX,567234
2022-04-01,99A,NHS LIVERPOOL,567566
2022-04-01,99C,NHS NORTH TYNESIDE,224313
2022-04-01,99E,NHS BASILDON AND BRENTWOOD,285888
2022-04-01,99F,NHS CASTLE POINT AND ROCHFORD,186227
2022-04-01,99G,NHS SOUTHEND,190537
2022-04-01,A3A8R,NHS NORTH EAST LONDON,2359737
2022-04-01,B2M3M,NHS COVENTRY AND WARWICKSHIRE,1051850
2022-04-01,D2P2L,NHS BLACK COUNTRY,1288917
2022-04-01,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",1893739
2022-04-01,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",1077382
2022-04-01,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",519467
2022-04-01,U2G6B,NHS THAMES VALLEY ICB - U2G6B,458011
2022-04-01,W2U3Z,NHS NORTH WEST LONDON,2771172
2022-04-01,X2C4Y,NHS KIRKLEES,450862
2022-05-01,00L,NHS NORTHUMBERLAND,333508
2022-05-01,00N,NHS SOUTH TYNESIDE,158795
2022-05-01,00P,NHS SUNDERLAND,286855
2022-05-01,00Q,NHS BLACKBURN WITH DARWEN,181458
2022-05-01,00R,NHS BLACKPOOL,176473
2022-05-01,00T,NHS BOLTON,320494
2022-05-01,00V,NHS BURY,209012
2022-05-01,00X,NHS CHORLEY AND SOUTH RIBBLE,188113
2022-05-01,00Y,NHS OLDHAM,262551
2022-05-01,01A,NHS EAST LANCASHIRE,395850
2022-05-01,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",242898
2022-05-01,01E,NHS GREATER PRESTON,221682
2022-05-01,01F,NHS HALTON,135133
2022-05-01,01G,NHS SALFORD,302448
2022-05-01,01H,NHS NORTH CUMBRIA,329332
2022-05-01,01J,NHS KNOWSLEY,170240
2022-05-01,01K,NHS MORECAMBE BAY,353678
2022-05-01,01T,NHS SOUTH SEFTON,157129
2022-05-01,01V,NHS SOUTHPORT AND FORMBY,126589
2022-05-01,01W,NHS STOCKPORT,320802
2022-05-01,01X,NHS ST HELENS,200372
2022-05-01,01Y,NHS TAMESIDE AND GLOSSOP,220675
2022-05-01,02A,NHS TRAFFORD,245864
2022-05-01,02E,NHS WARRINGTON,223913
2022-05-01,02G,NHS WEST LANCASHIRE,115458
2022-05-01,02H,NHS WIGAN BOROUGH,338649
2022-05-01,02M,NHS FYLDE AND WYRE,182635
2022-05-01,02P,NHS BARNSLEY,265684
2022-05-01,02Q,NHS BASSETLAW,122204
2022-05-01,02T,NHS CALDERDALE,222683
2022-05-01,02X,NHS DONCASTER,328283
2022-05-01,02Y,NHS EAST RIDING OF YORKSHIRE,308260
2022-05-01,03F,NHS HULL,306959
2022-05-01,03H,NHS NORTH EAST LINCOLNSHIRE,171756
2022-05-01,03K,NHS NORTH LINCOLNSHIRE,183749
2022-05-01,03L,NHS ROTHERHAM,267087
2022-05-01,03N,NHS SHEFFIELD,618718
2022-05-01,03Q,NHS VALE OF YORK,250857
2022-05-01,03R,NHS WAKEFIELD,388718
2022-05-01,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,352678
2022-05-01,04C,NHS LEICESTER CITY,426933
2022-05-01,04V,NHS WEST LEICESTERSHIRE,409441
2022-05-01,04Y,NHS CANNOCK CHASE,136116
2022-05-01,05D,NHS EAST STAFFORDSHIRE,148241
2022-05-01,05G,NHS NORTH STAFFORDSHIRE,217914
2022-05-01,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,218490
2022-05-01,05V,NHS STAFFORD AND SURROUNDS,152361
2022-05-01,05W,NHS STOKE ON TRENT,298329
2022-05-01,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,1014804
2022-05-01,06K,NHS EAST AND NORTH HERTFORDSHIRE,616803
2022-05-01,06L,NHS IPSWICH AND EAST SUFFOLK,410460
2022-05-01,06N,NHS HERTS VALLEYS,670001
2022-05-01,06Q,NHS MID ESSEX,405789
2022-05-01,06T,NHS NORTH EAST ESSEX,366033
2022-05-01,07G,NHS THURROCK,184563
2022-05-01,07H,NHS WEST ESSEX,324629
2022-05-01,07K,NHS WEST SUFFOLK,271575
2022-05-01,09D,NHS BRIGHTON AND HOVE,329653
2022-05-01,10Q,NHS OXFORDSHIRE,795119
2022-05-01,10R,NHS PORTSMOUTH,231041
2022-05-01,11J,NHS DORSET,820164
2022-05-01,11M,NHS GLOUCESTERSHIRE,675213
2022-05-01,11N,NHS CORNWALL AND THE ISLES OF SCILLY,597753
2022-05-01,11X,NHS SOMERSET,594840
2022-05-01,12F,NHS WIRRAL,339633
2022-05-01,13T,NHS NEWCASTLE GATESHEAD,539689
2022-05-01,14L,NHS MANCHESTER,699600
2022-05-01,14Y,NHS BUCKINGHAMSHIRE,579020
2022-05-01,15A,NHS BERKSHIRE WEST,569071
2022-05-01,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",1060585
2022-05-01,15E,NHS BIRMINGHAM AND SOLIHULL,1570342
2022-05-01,15F,NHS LEEDS,909888
2022-05-01,15M,NHS DERBY AND DERBYSHIRE,1110392
2022-05-01,15N,NHS DEVON,1271205
2022-05-01,16C,NHS TEES VALLEY,718542
2022-05-01,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE,815805
2022-05-01,26A,NHS NORFOLK AND WAVENEY,1081017
2022-05-01,27D,NHS CHESHIRE,797455
2022-05-01,36J,NHS BRADFORD DISTRICT AND CRAVEN,650290
2022-05-01,36L,NHS SOUTH WEST LONDON,1730573
2022-05-01,42D,NHS NORTH YORKSHIRE,554860
2022-05-01,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,1120281
2022-05-01,70F,NHS WEST SUSSEX,923432
2022-05-01,71E,NHS LINCOLNSHIRE,805821
2022-05-01,72Q,NHS SOUTH EAST LONDON,2053393
2022-05-01,78H,NHS NORTHAMPTONSHIRE,813524
2022-05-01,84H,NHS COUNTY DURHAM,560575
2022-05-01,91Q,NHS KENT AND MEDWAY,1966316
2022-05-01,92A,NHS SURREY HEARTLANDS,1273918
2022-05-01,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",981388
2022-05-01,93C,NHS NORTH CENTRAL LONDON,1749697
2022-05-01,97R,NHS EAST SUSSEX,567339
2022-05-01,99A,NHS LIVERPOOL,567521
2022-05-01,99C,NHS NORTH TYNESIDE,224376
2022-05-01,99E,NHS BASILDON AND BRENTWOOD,286125
2022-05-01,99F,NHS CASTLE POINT AND ROCHFORD,186300
2022-05-01,99G,NHS SOUTHEND,190503
2022-05-01,A3A8R,NHS NORTH EAST LONDON,2362469
2022-05-01,B2M3M,NHS COVENTRY AND WARWICKSHIRE,1052971
2022-05-01,D2P2L,NHS BLACK COUNTRY,1289491
2022-05-01,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",1894907
2022-05-01,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",1078992
2022-05-01,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",519719
2022-05-01,U2G6B,NHS THAMES VALLEY ICB - U2G6B,458930
2022-05-01,W2U3Z,NHS NORTH WEST LONDON,2773232
2022-05-01,X2C4Y,NHS KIRKLEES,450823
2022-06-01,00L,NHS NORTHUMBERLAND,333640
2022-06-01,00N,NHS SOUTH TYNESIDE,158892
2022-06-01,00P,NHS SUNDERLAND,286853
2022-06-01,00Q,NHS BLACKBURN WITH DARWEN,181460
2022-06-01,00R,NHS BLACKPOOL,176534
2022-06-01,00T,NHS BOLTON,320892
2022-06-01,00V,NHS BURY,209172
2022-06-01,00X,NHS CHORLEY AND SOUTH RIBBLE,188415
2022-06-01,00Y,NHS OLDHAM,262611
2022-06-01,01A,NHS EAST LANCASHIRE,396332
2022-06-01,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",243062
2022-06-01,01E,NHS GREATER PRESTON,222011
2022-06-01,01F,NHS HALTON,135050
2022-06-01,01G,NHS SALFORD,303192
2022-06-01,01H,NHS NORTH CUMBRIA,329670
2022-06-01,01J,NHS KNOWSLEY,170274
2022-06-01,01K,NHS MORECAMBE BAY,354380
2022-06-01,01T,NHS SOUTH SEFTON,157181
2022-06-01,01V,NHS SOUTHPORT AND FORMBY,126629
2022-06-01,01W,NHS STOCKPORT,321005
2022-06-01,01X,NHS ST HELENS,200493
2022-06-01,01Y,NHS TAMESIDE AND GLOSSOP,220717
2022-06-01,02A,NHS TRAFFORD,246158
2022-06-01,02E,NHS WARRINGTON,224165
2022-06-01,02G,NHS WEST LANCASHIRE,115612
2022-06-01,02H,NHS WIGAN BOROUGH,338922
2022-06-01,02M,NHS FYLDE AND WYRE,182769
2022-06-01,02P,NHS BARNSLEY,265970
2022-06-01,02Q,NHS BASSETLAW,122423
2022-06-01,02T,NHS CALDERDALE,222712
2022-06-01,02X,NHS DONCASTER,328790
2022-06-01,02Y,NHS EAST RIDING OF YORKSHIRE,308385
2022-06-01,03F,NHS HULL,306828
2022-06-01,03H,NHS NORTH EAST LINCOLNSHIRE,171853
2022-06-01,03K,NHS NORTH LINCOLNSHIRE,183809
2022-06-01,03L,NHS ROTHERHAM,267346
2022-06-01,03N,NHS SHEFFIELD,619076
2022-06-01,03Q,NHS VALE OF YORK,250347
2022-06-01,03R,NHS WAKEFIELD,389187
2022-06-01,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,353287
2022-06-01,04C,NHS LEICESTER CITY,427219
2022-06-01,04V,NHS WEST LEICESTERSHIRE,409902
2022-06-01,04Y,NHS CANNOCK CHASE,136217
2022-06-01,05D,NHS EAST STAFFORDSHIRE,148453
2022-06-01,05G,NHS NORTH STAFFORDSHIRE,217882
2022-06-01,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,218793
2022-06-01,05V,NHS STAFFORD AND SURROUNDS,152561
2022-06-01,05W,NHS STOKE ON TRENT,298556
2022-06-01,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,1016601
2022-06-01,06K,NHS EAST AND NORTH HERTFORDSHIRE,617206
2022-06-01,06L,NHS IPSWICH AND EAST SUFFOLK,410770
2022-06-01,06N,NHS HERTS VALLEYS,670720
2022-06-01,06Q,NHS MID ESSEX,406254
2022-06-01,06T,NHS NORTH EAST ESSEX,366277
2022-06-01,07G,NHS THURROCK,184609
2022-06-01,07H,NHS WEST ESSEX,324905
2022-06-01,07K,NHS WEST SUFFOLK,272006
2022-06-01,09D,NHS BRIGHTON AND HOVE,329760
2022-06-01,10Q,NHS OXFORDSHIRE,796260
2022-06-01,10R,NHS PORTSMOUTH,231046
2022-06-01,11J,NHS DORSET,820742
2022-06-01,11M,NHS GLOUCESTERSHIRE,675993
2022-06-01,11N,NHS CORNWALL AND THE ISLES OF SCILLY,598064
2022-06-01,11X,NHS SOMERSET,595589
2022-06-01,12F,NHS WIRRAL,339824
2022-06-01,13T,NHS NEWCASTLE GATESHEAD,539672
2022-06-01,14L,NHS MANCHESTER,700594
2022-06-01,14Y,NHS BUCKINGHAMSHIRE,579749
2022-06-01,15A,NHS BERKSHIRE WEST,569984
2022-06-01,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",1061541
2022-06-01,15E,NHS BIRMINGHAM AND SOLIHULL,1570278
2022-06-01,15F,NHS LEEDS,909781
2022-06-01,15M,NHS DERBY AND DERBYSHIRE,1111536
2022-06-01,15N,NHS DEVON,1272427
2022-06-01,16C,NHS TEES VALLEY,719245
2022-06-01,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE,816794
2022-06-01,26A,NHS NORFOLK AND WAVENEY,1081736
2022-06-01,27D,NHS CHESHIRE,798452
2022-06-01,36J,NHS BRADFORD DISTRICT AND CRAVEN,650982
2022-06-01,36L,NHS SOUTH WEST LONDON,1732381
2022-06-01,42D,NHS NORTH YORKSHIRE,555656
2022-06-01,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,1120971
2022-06-01,70F,NHS WEST SUSSEX,924551
2022-06-01,71E,NHS LINCOLNSHIRE,806590
2022-06-01,72Q,NHS SOUTH EAST LONDON,2055028
2022-06-01,78H,NHS NORTHAMPTONSHIRE,814913
2022-06-01,84H,NHS COUNTY DURHAM,560917
2022-06-01,91Q,NHS KENT AND MEDWAY,1968695
2022-06-01,92A,NHS SURREY HEARTLANDS,1275741
2022-06-01,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",982577
2022-06-01,93C,NHS NORTH CENTRAL LONDON,1751855
2022-06-01,97R,NHS EAST SUSSEX,567812
2022-06-01,99A,NHS LIVERPOOL,567576
2022-06-01,99C,NHS NORTH TYNESIDE,224577
2022-06-01,99E,NHS BASILDON AND BRENTWOOD,286357
2022-06-01,99F,NHS CASTLE POINT AND ROCHFORD,186377
2022-06-01,99G,NHS SOUTHEND,190488
2022-06-01,A3A8R,NHS NORTH EAST LONDON,2366432
2022-06-01,B2M3M,NHS COVENTRY AND WARWICKSHIRE,1054385
2022-06-01,D2P2L,NHS BLACK COUNTRY,1290509
2022-06-01,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",1896463
2022-06-01,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",1081054
2022-06-01,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",520196
2022-06-01,U2G6B,NHS THAMES VALLEY ICB - U2G6B,459749
2022-06-01,W2U3Z,NHS NORTH WEST LONDON,2777110
2022-06-01,X2C4Y,NHS KIRKLEES,451153
2022-07-01,00L,NHS NORTHUMBERLAND,333928
2022-07-01,00N,NHS SOUTH TYNESIDE,158918
2022-07-01,00P,NHS SUNDERLAND,286869
2022-07-01,00Q,NHS BLACKBURN WITH DARWEN,181615
2022-07-01,00R,NHS BLACKPOOL,176590
2022-07-01,00T,NHS BOLTON,321154
2022-07-01,00V,NHS BURY,209209
2022-07-01,00X,NHS CHORLEY AND SOUTH RIBBLE,188610
2022-07-01,00Y,NHS OLDHAM,262745
2022-07-01,01A,NHS EAST LANCASHIRE,396777
2022-07-01,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",243326
2022-07-01,01E,NHS GREATER PRESTON,222165
2022-07-01,01F,NHS HALTON,135017
2022-07-01,01G,NHS SALFORD,303726
2022-07-01,01H,NHS NORTH CUMBRIA,329973
2022-07-01,01J,NHS KNOWSLEY,170351
2022-07-01,01K,NHS MORECAMBE BAY,354470
2022-07-01,01T,NHS SOUTH SEFTON,157262
2022-07-01,01V,NHS SOUTHPORT AND FORMBY,126687
2022-07-01,01W,NHS STOCKPORT,321575
2022-07-01,01X,NHS ST HELENS,200566
2022-07-01,01Y,NHS TAMESIDE AND GLOSSOP,220807
2022-07-01,02A,NHS TRAFFORD,246546
2022-07-01,02E,NHS WARRINGTON,224441
2022-07-01,02G,NHS WEST LANCASHIRE,115735
2022-07-01,02H,NHS WIGAN BOROUGH,339265
2022-07-01,02M,NHS FYLDE AND WYRE,182997
2022-07-01,02P,NHS BARNSLEY,266071
2022-07-01,02Q,NHS BASSETLAW,122616
2022-07-01,02T,NHS CALDERDALE,222809
2022-07-01,02X,NHS DONCASTER,329034
2022-07-01,02Y,NHS EAST RIDING OF YORKSHIRE,308640
2022-07-01,03F,NHS HULL,306954
