date,row_id,row_name,total_list_size
2023-10-01,03H,NHS NORTH EAST LINCOLNSHIRE,173224
2023-10-01,03K,NHS NORTH LINCOLNSHIRE,184346
2023-10-01,03L,NHS ROTHERHAM,271604
2023-10-01,03N,NHS SHEFFIELD,638119
2023-10-01,03Q,NHS VALE OF YORK,250237
2023-10-01,03R,NHS WAKEFIELD,395067
2023-10-01,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,357041
2023-10-01,04C,NHS LEICESTER CITY,441263
2023-10-01,04V,NHS WEST LEICESTERSHIRE,416240
2023-10-01,04Y,NHS CANNOCK CHASE,139069
2023-10-01,05D,NHS EAST STAFFORDSHIRE,152035
2023-10-01,05G,NHS NORTH STAFFORDSHIRE,230780
2023-10-01,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,220753
2023-10-01,05V,NHS STAFFORD AND SURROUNDS,154958
2023-10-01,05W,NHS STOKE ON TRENT,293818
2023-10-01,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,1039480
2023-10-01,06K,NHS EAST AND NORTH HERTFORDSHIRE,626835
2023-10-01,06L,NHS IPSWICH AND EAST SUFFOLK,415239
2023-10-01,06N,NHS HERTS VALLEYS,683197
2023-10-01,06Q,NHS MID ESSEX,414128
2023-10-01,06T,NHS NORTH EAST ESSEX,372568
2023-10-01,07G,NHS THURROCK,187531
2023-10-01,07H,NHS WEST ESSEX,330324
2023-10-01,07K,NHS WEST SUFFOLK,276105
2023-10-01,09D,NHS BRIGHTON AND HOVE,331127
2023-10-01,10Q,NHS OXFORDSHIRE,813183
2023-10-01,10R,NHS PORTSMOUTH,234401
2023-10-01,11J,NHS DORSET,828233
2023-10-01,11M,NHS GLOUCESTERSHIRE,686720
2023-10-01,11N,NHS CORNWALL AND THE ISLES OF SCILLY,602629
2023-10-01,11X,NHS SOMERSET,602679
2023-10-01,12F,NHS WIRRAL,342775
2023-10-01,13T,NHS NEWCASTLE GATESHEAD,550477
2023-10-01,14L,NHS MANCHESTER,725719
2023-10-01,14Y,NHS BUCKINGHAMSHIRE,586593
2023-10-01,15A,NHS BERKSHIRE WEST,583109
2023-10-01,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",1079148
2023-10-01,15E,NHS BIRMINGHAM AND SOLIHULL,1611298
2023-10-01,15F,NHS LEEDS,926286
2023-10-01,15M,NHS DERBY AND DERBYSHIRE,1127432
2023-10-01,15N,NHS DEVON,1289152
2023-10-01,16C,NHS TEES VALLEY,728681
2023-10-01,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE,826516
2023-10-01,26A,NHS NORFOLK AND WAVENEY,1091784
2023-10-01,27D,NHS CHESHIRE,810740
2023-10-01,36J,NHS BRADFORD DISTRICT AND CRAVEN,661085
2023-10-01,36L,NHS SOUTH WEST LONDON,1756504
2023-10-01,42D,NHS NORTH YORKSHIRE,562516
2023-10-01,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,1137693
2023-10-01,70F,NHS WEST SUSSEX,935423
2023-10-01,71E,NHS LINCOLNSHIRE,817184
2023-10-01,72Q,NHS SOUTH EAST LONDON,2089440
2023-10-01,78H,NHS NORTHAMPTONSHIRE,832541
2023-10-01,84H,NHS COUNTY DURHAM,564765
2023-10-01,91Q,NHS KENT AND MEDWAY,2002471
2023-10-01,92A,NHS SURREY HEARTLANDS,1290201
2023-10-01,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",997528
2023-10-01,93C,NHS NORTH CENTRAL LONDON,1793372
2023-10-01,97R,NHS EAST SUSSEX,573793
2023-10-01,99A,NHS LIVERPOOL,581534
2023-10-01,99C,NHS NORTH TYNESIDE,226932
2023-10-01,99E,NHS BASILDON AND BRENTWOOD,291222
2023-10-01,99F,NHS CASTLE POINT AND ROCHFORD,187249
2023-10-01,99G,NHS SOUTHEND,193153
2023-10-01,A3A8R,NHS NORTH EAST LONDON,2434448
2023-10-01,B2M3M,NHS COVENTRY AND WARWICKSHIRE,1091950
2023-10-01,D2P2L,NHS BLACK COUNTRY,1316482
2023-10-01,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",1908752
2023-10-01,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",1115794
2023-10-01,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",528348
2023-10-01,U2G6B,NHS THAMES VALLEY ICB - U2G6B,490766
2023-10-01,W2U3Z,NHS NORTH WEST LONDON,2854179
2023-10-01,X2C4Y,NHS KIRKLEES,457030
2023-11-01,00L,NHS NORTHUMBERLAND,337598
2023-11-01,00N,NHS SOUTH TYNESIDE,159752
2023-11-01,00P,NHS SUNDERLAND,292445
2023-11-01,00Q,NHS BLACKBURN WITH DARWEN,184748
2023-11-01,00R,NHS BLACKPOOL,178467
2023-11-01,00T,NHS BOLTON,327848
2023-11-01,00V,NHS BURY,210683
2023-11-01,00X,NHS CHORLEY AND SOUTH RIBBLE,191147
2023-11-01,00Y,NHS OLDHAM,266676
2023-11-01,01A,NHS EAST LANCASHIRE,403525
2023-11-01,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",247737
2023-11-01,01E,NHS GREATER PRESTON,228443
2023-11-01,01F,NHS HALTON,136069
2023-11-01,01G,NHS SALFORD,314218
2023-11-01,01H,NHS NORTH CUMBRIA,333833
2023-11-01,01J,NHS KNOWSLEY,171499
2023-11-01,01K,NHS MORECAMBE BAY,355927
2023-11-01,01T,NHS SOUTH SEFTON,158904
2023-11-01,01V,NHS SOUTHPORT AND FORMBY,127616
2023-11-01,01W,NHS STOCKPORT,326144
2023-11-01,01X,NHS ST HELENS,201410
2023-11-01,01Y,NHS TAMESIDE AND GLOSSOP,224108
2023-11-01,02A,NHS TRAFFORD,248505
2023-11-01,02E,NHS WARRINGTON,228389
2023-11-01,02G,NHS WEST LANCASHIRE,117295
2023-11-01,02H,NHS WIGAN BOROUGH,346484
2023-11-01,02M,NHS FYLDE AND WYRE,185331
2023-11-01,02P,NHS BARNSLEY,268911
2023-11-01,02Q,NHS BASSETLAW,125614
2023-11-01,02T,NHS CALDERDALE,224232
2023-11-01,02X,NHS DONCASTER,334951
2023-11-01,02Y,NHS EAST RIDING OF YORKSHIRE,313179
2023-11-01,03F,NHS HULL,313125
2023-11-01,03H,NHS NORTH EAST LINCOLNSHIRE,173256
2023-11-01,03K,NHS NORTH LINCOLNSHIRE,184226
2023-11-01,03L,NHS ROTHERHAM,271801
2023-11-01,03N,NHS SHEFFIELD,638786
2023-11-01,03Q,NHS VALE OF YORK,251485
2023-11-01,03R,NHS WAKEFIELD,395575
2023-11-01,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,357399
2023-11-01,04C,NHS LEICESTER CITY,444567
2023-11-01,04V,NHS WEST LEICESTERSHIRE,417489
2023-11-01,04Y,NHS CANNOCK CHASE,139222
2023-11-01,05D,NHS EAST STAFFORDSHIRE,152160
2023-11-01,05G,NHS NORTH STAFFORDSHIRE,230917
2023-11-01,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,220900
2023-11-01,05V,NHS STAFFORD AND SURROUNDS,155083
2023-11-01,05W,NHS STOKE ON TRENT,294530
2023-11-01,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,1042867
2023-11-01,06K,NHS EAST AND NORTH HERTFORDSHIRE,628224
2023-11-01,06L,NHS IPSWICH AND EAST SUFFOLK,415427
2023-11-01,06N,NHS HERTS VALLEYS,684159
2023-11-01,06Q,NHS MID ESSEX,414944
2023-11-01,06T,NHS NORTH EAST ESSEX,373540
2023-11-01,07G,NHS THURROCK,187769
2023-11-01,07H,NHS WEST ESSEX,330831
2023-11-01,07K,NHS WEST SUFFOLK,276437
2023-11-01,09D,NHS BRIGHTON AND HOVE,332643
2023-11-01,10Q,NHS OXFORDSHIRE,816253
2023-11-01,10R,NHS PORTSMOUTH,235308
2023-11-01,11J,NHS DORSET,829434
2023-11-01,11M,NHS GLOUCESTERSHIRE,687341
2023-11-01,11N,NHS CORNWALL AND THE ISLES OF SCILLY,603135
2023-11-01,11X,NHS SOMERSET,603326
2023-11-01,12F,NHS WIRRAL,343106
2023-11-01,13T,NHS NEWCASTLE GATESHEAD,553495
2023-11-01,14L,NHS MANCHESTER,730926
2023-11-01,14Y,NHS BUCKINGHAMSHIRE,587407
2023-11-01,15A,NHS BERKSHIRE WEST,583938
2023-11-01,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",1083006
2023-11-01,15E,NHS BIRMINGHAM AND SOLIHULL,1617332
2023-11-01,15F,NHS LEEDS,930992
2023-11-01,15M,NHS DERBY AND DERBYSHIRE,1129274
2023-11-01,15N,NHS DEVON,1291318
2023-11-01,16C,NHS TEES VALLEY,730290
2023-11-01,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE,826887
2023-11-01,26A,NHS NORFOLK AND WAVENEY,1092966
2023-11-01,27D,NHS CHESHIRE,812035
2023-11-01,36J,NHS BRADFORD DISTRICT AND CRAVEN,662090
2023-11-01,36L,NHS SOUTH WEST LONDON,1758724
2023-11-01,42D,NHS NORTH YORKSHIRE,562938
2023-11-01,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,1141466
2023-11-01,70F,NHS WEST SUSSEX,936286
2023-11-01,71E,NHS LINCOLNSHIRE,818164
2023-11-01,72Q,NHS SOUTH EAST LONDON,2094952
2023-11-01,78H,NHS NORTHAMPTONSHIRE,834467
2023-11-01,84H,NHS COUNTY DURHAM,566320
2023-11-01,91Q,NHS KENT AND MEDWAY,2005642
2023-11-01,92A,NHS SURREY HEARTLANDS,1292106
2023-11-01,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",999110
2023-11-01,93C,NHS NORTH CENTRAL LONDON,1800022
2023-11-01,97R,NHS EAST SUSSEX,574348
2023-11-01,99A,NHS LIVERPOOL,584617
2023-11-01,99C,NHS NORTH TYNESIDE,227101
2023-11-01,99E,NHS BASILDON AND BRENTWOOD,291598
2023-11-01,99F,NHS CASTLE POINT AND ROCHFORD,187309
2023-11-01,99G,NHS SOUTHEND,193513
2023-11-01,A3A8R,NHS NORTH EAST LONDON,2441163
2023-11-01,B2M3M,NHS COVENTRY AND WARWICKSHIRE,1096413
2023-11-01,D2P2L,NHS BLACK COUNTRY,1319723
2023-11-01,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",1913440
2023-11-01,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",1119103
2023-11-01,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",529058
2023-11-01,U2G6B,NHS THAMES VALLEY ICB - U2G6B,491996
2023-11-01,W2U3Z,NHS NORTH WEST LONDON,2863003
2023-11-01,X2C4Y,NHS KIRKLEES,457702
2023-12-01,00L,NHS NORTHUMBERLAND,337824
2023-12-01,00N,NHS SOUTH TYNESIDE,159793
2023-12-01,00P,NHS SUNDERLAND,293129
2023-12-01,00Q,NHS BLACKBURN WITH DARWEN,185130
2023-12-01,00R,NHS BLACKPOOL,178541
2023-12-01,00T,NHS BOLTON,328457
2023-12-01,00V,NHS BURY,210857
2023-12-01,00X,NHS CHORLEY AND SOUTH RIBBLE,191268
2023-12-01,00Y,NHS OLDHAM,266875
2023-12-01,01A,NHS EAST LANCASHIRE,404174
2023-12-01,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",248081
2023-12-01,01E,NHS GREATER PRESTON,229002
2023-12-01,01F,NHS HALTON,136051
2023-12-01,01G,NHS SALFORD,314937
2023-12-01,01H,NHS NORTH CUMBRIA,334108
2023-12-01,01J,NHS KNOWSLEY,171680
2023-12-01,01K,NHS MORECAMBE BAY,356412
2023-12-01,01T,NHS SOUTH SEFTON,159039
2023-12-01,01V,NHS SOUTHPORT AND FORMBY,127648
2023-12-01,01W,NHS STOCKPORT,326439
2023-12-01,01X,NHS ST HELENS,201610
2023-12-01,01Y,NHS TAMESIDE AND GLOSSOP,224286
2023-12-01,02A,NHS TRAFFORD,248504
2023-12-01,02E,NHS WARRINGTON,228562
2023-12-01,02G,NHS WEST LANCASHIRE,117423
2023-12-01,02H,NHS WIGAN BOROUGH,347074
2023-12-01,02M,NHS FYLDE AND WYRE,185309
2023-12-01,02P,NHS BARNSLEY,269115
2023-12-01,02Q,NHS BASSETLAW,125753
2023-12-01,02T,NHS CALDERDALE,224260
2023-12-01,02X,NHS DONCASTER,335332
2023-12-01,02Y,NHS EAST RIDING OF YORKSHIRE,313514
2023-12-01,03F,NHS HULL,313773
2023-12-01,03H,NHS NORTH EAST LINCOLNSHIRE,173417
2023-12-01,03K,NHS NORTH LINCOLNSHIRE,184388
2023-12-01,03L,NHS ROTHERHAM,272119
2023-12-01,03N,NHS SHEFFIELD,639199
2023-12-01,03Q,NHS VALE OF YORK,252758
2023-12-01,03R,NHS WAKEFIELD,395785
2023-12-01,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,357598
2023-12-01,04C,NHS LEICESTER CITY,446248
2023-12-01,04V,NHS WEST LEICESTERSHIRE,418150
2023-12-01,04Y,NHS CANNOCK CHASE,139185
2023-12-01,05D,NHS EAST STAFFORDSHIRE,152367
2023-12-01,05G,NHS NORTH STAFFORDSHIRE,231113
2023-12-01,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,221049
2023-12-01,05V,NHS STAFFORD AND SURROUNDS,155195
2023-12-01,05W,NHS STOKE ON TRENT,295172
2023-12-01,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,1044688
2023-12-01,06K,NHS EAST AND NORTH HERTFORDSHIRE,629066
2023-12-01,06L,NHS IPSWICH AND EAST SUFFOLK,415601
2023-12-01,06N,NHS HERTS VALLEYS,684883
2023-12-01,06Q,NHS MID ESSEX,415908
2023-12-01,06T,NHS NORTH EAST ESSEX,374711
2023-12-01,07G,NHS THURROCK,188144
2023-12-01,07H,NHS WEST ESSEX,331186
2023-12-01,07K,NHS WEST SUFFOLK,276847
2023-12-01,09D,NHS BRIGHTON AND HOVE,333082
2023-12-01,10Q,NHS OXFORDSHIRE,816981
2023-12-01,10R,NHS PORTSMOUTH,235679
2023-12-01,11J,NHS DORSET,830247
2023-12-01,11M,NHS GLOUCESTERSHIRE,688095
2023-12-01,11N,NHS CORNWALL AND THE ISLES OF SCILLY,603607
2023-12-01,11X,NHS SOMERSET,603865
2023-12-01,12F,NHS WIRRAL,343350
2023-12-01,13T,NHS NEWCASTLE GATESHEAD,554517
2023-12-01,14L,NHS MANCHESTER,733632
2023-12-01,14Y,NHS BUCKINGHAMSHIRE,588190
2023-12-01,15A,NHS BERKSHIRE WEST,583575
2023-12-01,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",1084363
2023-12-01,15E,NHS BIRMINGHAM AND SOLIHULL,1621371
2023-12-01,15F,NHS LEEDS,933800
2023-12-01,15M,NHS DERBY AND DERBYSHIRE,1130676
2023-12-01,15N,NHS DEVON,1292359
2023-12-01,16C,NHS TEES VALLEY,731104
2023-12-01,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE,827385
2023-12-01,26A,NHS NORFOLK AND WAVENEY,1094091
2023-12-01,27D,NHS CHESHIRE,812922
2023-12-01,36J,NHS BRADFORD DISTRICT AND CRAVEN,663134
2023-12-01,36L,NHS SOUTH WEST LONDON,1761207
2023-12-01,42D,NHS NORTH YORKSHIRE,563048
2023-12-01,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,1143210
2023-12-01,70F,NHS WEST SUSSEX,937370
2023-12-01,71E,NHS LINCOLNSHIRE,819135
2023-12-01,72Q,NHS SOUTH EAST LONDON,2098253
2023-12-01,78H,NHS NORTHAMPTONSHIRE,835891
2023-12-01,84H,NHS COUNTY DURHAM,566783
2023-12-01,91Q,NHS KENT AND MEDWAY,2008528
2023-12-01,92A,NHS SURREY HEARTLANDS,1293703
2023-12-01,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",1001201
2023-12-01,93C,NHS NORTH CENTRAL LONDON,1803967
2023-12-01,97R,NHS EAST SUSSEX,574546
2023-12-01,99A,NHS LIVERPOOL,586098
2023-12-01,99C,NHS NORTH TYNESIDE,227124
2023-12-01,99E,NHS BASILDON AND BRENTWOOD,291894
2023-12-01,99F,NHS CASTLE POINT AND ROCHFORD,187347
2023-12-01,99G,NHS SOUTHEND,193845
2023-12-01,A3A8R,NHS NORTH EAST LONDON,2447611
2023-12-01,B2M3M,NHS COVENTRY AND WARWICKSHIRE,1097870
2023-12-01,D2P2L,NHS BLACK COUNTRY,1322989
2023-12-01,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",1915255
2023-12-01,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",1122322
2023-12-01,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",529758
2023-12-01,U2G6B,NHS THAMES VALLEY ICB - U2G6B,492745
2023-12-01,W2U3Z,NHS NORTH WEST LONDON,2874513
2023-12-01,X2C4Y,NHS KIRKLEES,458138
2024-01-01,00L,NHS NORTHUMBERLAND,338041
2024-01-01,00N,NHS SOUTH TYNESIDE,159854
2024-01-01,00P,NHS SUNDERLAND,293522
2024-01-01,00Q,NHS BLACKBURN WITH DARWEN,185349
2024-01-01,00R,NHS BLACKPOOL,178497
2024-01-01,00T,NHS BOLTON,328868
2024-01-01,00V,NHS BURY,211059
2024-01-01,00X,NHS CHORLEY AND SOUTH RIBBLE,191344
2024-01-01,00Y,NHS OLDHAM,267243
2024-01-01,01A,NHS EAST LANCASHIRE,404700
2024-01-01,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",248392
2024-01-01,01E,NHS GREATER PRESTON,229444
2024-01-01,01F,NHS HALTON,136059
2024-01-01,01G,NHS SALFORD,315366
2024-01-01,01H,NHS NORTH CUMBRIA,334184
2024-01-01,01J,NHS KNOWSLEY,171719
2024-01-01,01K,NHS MORECAMBE BAY,356386
2024-01-01,01T,NHS SOUTH SEFTON,159135
2024-01-01,01V,NHS SOUTHPORT AND FORMBY,127712
2024-01-01,01W,NHS STOCKPORT,326489
2024-01-01,01X,NHS ST HELENS,201711
2024-01-01,01Y,NHS TAMESIDE AND GLOSSOP,224441
2024-01-01,02A,NHS TRAFFORD,248561
2024-01-01,02E,NHS WARRINGTON,228711
2024-01-01,02G,NHS WEST LANCASHIRE,117365
2024-01-01,02H,NHS WIGAN BOROUGH,347522
2024-01-01,02M,NHS FYLDE AND WYRE,185343
2024-01-01,02P,NHS BARNSLEY,269198
2024-01-01,02Q,NHS BASSETLAW,125869
2024-01-01,02T,NHS CALDERDALE,224233
2024-01-01,02X,NHS DONCASTER,335758
2024-01-01,02Y,NHS EAST RIDING OF YORKSHIRE,313644
2024-01-01,03F,NHS HULL,314119
2024-01-01,03H,NHS NORTH EAST LINCOLNSHIRE,173587
2024-01-01,03K,NHS NORTH LINCOLNSHIRE,184413
2024-01-01,03L,NHS ROTHERHAM,272343
2024-01-01,03N,NHS SHEFFIELD,638816
2024-01-01,03Q,NHS VALE OF YORK,253007
2024-01-01,03R,NHS WAKEFIELD,396089
2024-01-01,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,357504
2024-01-01,04C,NHS LEICESTER CITY,447376
2024-01-01,04V,NHS WEST LEICESTERSHIRE,418430
2024-01-01,04Y,NHS CANNOCK CHASE,139316
2024-01-01,05D,NHS EAST STAFFORDSHIRE,152669
2024-01-01,05G,NHS NORTH STAFFORDSHIRE,231210
2024-01-01,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,221083
2024-01-01,05V,NHS STAFFORD AND SURROUNDS,155231
2024-01-01,05W,NHS STOKE ON TRENT,295688
2024-01-01,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,1045100
2024-01-01,06K,NHS EAST AND NORTH HERTFORDSHIRE,629463
2024-01-01,06L,NHS IPSWICH AND EAST SUFFOLK,415893
2024-01-01,06N,NHS HERTS VALLEYS,685344
2024-01-01,06Q,NHS MID ESSEX,416447
2024-01-01,06T,NHS NORTH EAST ESSEX,375075
2024-01-01,07G,NHS THURROCK,188375
2024-01-01,07H,NHS WEST ESSEX,331378
2024-01-01,07K,NHS WEST SUFFOLK,277077
2024-01-01,09D,NHS BRIGHTON AND HOVE,332998
2024-01-01,10Q,NHS OXFORDSHIRE,817603
2024-01-01,10R,NHS PORTSMOUTH,235817
2024-01-01,11J,NHS DORSET,830710
2024-01-01,11M,NHS GLOUCESTERSHIRE,688681
2024-01-01,11N,NHS CORNWALL AND THE ISLES OF SCILLY,603575
2024-01-01,11X,NHS SOMERSET,604031
2024-01-01,12F,NHS WIRRAL,343548
2024-01-01,13T,NHS NEWCASTLE GATESHEAD,554982
2024-01-01,14L,NHS MANCHESTER,734800
2024-01-01,14Y,NHS BUCKINGHAMSHIRE,588666
2024-01-01,15A,NHS BERKSHIRE WEST,583506
2024-01-01,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",1084838
2024-01-01,15E,NHS BIRMINGHAM AND SOLIHULL,1623369
2024-01-01,15F,NHS LEEDS,934853
2024-01-01,15M,NHS DERBY AND DERBYSHIRE,1131412
2024-01-01,15N,NHS DEVON,1292706
2024-01-01,16C,NHS TEES VALLEY,731544
2024-01-01,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE,827685
2024-01-01,26A,NHS NORFOLK AND WAVENEY,1093968
2024-01-01,27D,NHS CHESHIRE,813285
2024-01-01,36J,NHS BRADFORD DISTRICT AND CRAVEN,664076
2024-01-01,36L,NHS SOUTH WEST LONDON,1762889
2024-01-01,42D,NHS NORTH YORKSHIRE,563250
2024-01-01,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE,1143940
2024-01-01,70F,NHS WEST SUSSEX,937796
2024-01-01,71E,NHS LINCOLNSHIRE,819392
2024-01-01,72Q,NHS SOUTH EAST LONDON,2099936
2024-01-01,78H,NHS NORTHAMPTONSHIRE,836803
2024-01-01,84H,NHS COUNTY DURHAM,566788
2024-01-01,91Q,NHS KENT AND MEDWAY,2010299
2024-01-01,92A,NHS SURREY HEARTLANDS,1293402
2024-01-01,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE",1003072
2024-01-01,93C,NHS NORTH CENTRAL LONDON,1805082
2024-01-01,97R,NHS EAST SUSSEX,574503
2024-01-01,99A,NHS LIVERPOOL,586771
2024-01-01,99C,NHS NORTH TYNESIDE,227143
2024-01-01,99E,NHS BASILDON AND BRENTWOOD,292093
2024-01-01,99F,NHS CASTLE POINT AND ROCHFORD,187356
2024-01-01,99G,NHS SOUTHEND,194013
2024-01-01,A3A8R,NHS NORTH EAST LONDON,2451526
2024-01-01,B2M3M,NHS COVENTRY AND WARWICKSHIRE,1098608
2024-01-01,D2P2L,NHS BLACK COUNTRY,1324999
2024-01-01,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT",1915812
2024-01-01,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES",1124541
2024-01-01,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN",530540
2024-01-01,U2G6B,NHS THAMES VALLEY ICB - U2G6B,493330
2024-01-01,W2U3Z,NHS NORTH WEST LONDON,2880753
2024-01-01,X2C4Y,NHS KIRKLEES,458424
2024-02-01,00L,NHS NORTHUMBERLAND,338333
2024-02-01,00N,NHS SOUTH TYNESIDE,159929
2024-02-01,00P,NHS SUNDERLAND,293932
2024-02-01,00Q,NHS BLACKBURN WITH DARWEN,185642
2024-02-01,00R,NHS BLACKPOOL,178595
2024-02-01,00T,NHS BOLTON,329223
2024-02-01,00V,NHS BURY,211326
2024-02-01,00X,NHS CHORLEY AND SOUTH RIBBLE,191496
2024-02-01,00Y,NHS OLDHAM,267823
2024-02-01,01A,NHS EAST LANCASHIRE,405205
2024-02-01,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE",248935
2024-02-01,01E,NHS GREATER PRESTON,229854
2024-02-01,01F,NHS HALTON,136120
2024-02-01,01G,NHS SALFORD,316039
2024-02-01,01H,NHS NORTH CUMBRIA,334316
2024-02-01,01J,NHS KNOWSLEY,171864
2024-02-01,01K,NHS MORECAMBE BAY,356090
2024-02-01,01T,NHS SOUTH SEFTON,159327
2024-02-01,01V,NHS SOUTHPORT AND FORMBY,127812
2024-02-01,01W,NHS STOCKPORT,326826
2024-02-01,01X,NHS ST HELENS,201880
2024-02-01,01Y,NHS TAMESIDE AND GLOSSOP,224932
2024-02-01,02A,NHS TRAFFORD,248514
2024-02-01,02E,NHS WARRINGTON,228966
2024-02-01,02G,NHS WEST LANCASHIRE,117470
2024-02-01,02H,NHS WIGAN BOROUGH,348103
2024-02-01,02M,NHS FYLDE AND WYRE,185444
2024-02-01,02P,NHS BARNSLEY,269440
2024-02-01,02Q,NHS BASSETLAW,126030
2024-02-01,02T,NHS CALDERDALE,224344
2024-02-01,02X,NHS DONCASTER,336060
2024-02-01,02Y,NHS EAST RIDING OF YORKSHIRE,313917
2024-02-01,03F,NHS HULL,314328
2024-02-01,03H,NHS NORTH EAST LINCOLNSHIRE,173696
2024-02-01,03K,NHS NORTH LINCOLNSHIRE,184641
2024-02-01,03L,NHS ROTHERHAM,272684
2024-02-01,03N,NHS SHEFFIELD,639103
2024-02-01,03Q,NHS VALE OF YORK,252961
2024-02-01,03R,NHS WAKEFIELD,396445
2024-02-01,03W,NHS EAST LEICESTERSHIRE AND RUTLAND,357829
2024-02-01,04C,NHS LEICESTER CITY,448757
2024-02-01,04V,NHS WEST LEICESTERSHIRE,419128
2024-02-01,04Y,NHS CANNOCK CHASE,139522
2024-02-01,05D,NHS EAST STAFFORDSHIRE,152937
2024-02-01,05G,NHS NORTH STAFFORDSHIRE,231277
2024-02-01,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA,221096
2024-02-01,05V,NHS STAFFORD AND SURROUNDS,155284
2024-02-01,05W,NHS STOKE ON TRENT,296494
2024-02-01,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH,1045978
2024-02-01,06K,NHS EAST AND NORTH HERTFORDSHIRE,630264
2024-02-01,06L,NHS IPSWICH AND EAST SUFFOLK,416074
2024-02-01,06N,NHS HERTS VALLEYS,685778
2024-02-01,06Q,NHS MID ESSEX,417176
2024-02-01,06T,NHS NORTH EAST ESSEX,375503
2024-02-01,07G,NHS THURROCK,188817
2024-02-01,07H,NHS WEST ESSEX,332100
2024-02-01,07K,NHS WEST SUFFOLK,277209
2024-02-01,09D,NHS BRIGHTON AND HOVE,333080
2024-02-01,10Q,NHS OXFORDSHIRE,818698
2024-02-01,10R,NHS PORTSMOUTH,235989
2024-02-01,11J,NHS DORSET,831241
2024-02-01,11M,NHS GLOUCESTERSHIRE,689422
2024-02-01,11N,NHS CORNWALL AND THE ISLES OF SCILLY,603718
2024-02-01,11X,NHS SOMERSET,604471
2024-02-01,12F,NHS WIRRAL,343797
2024-02-01,13T,NHS NEWCASTLE GATESHEAD,555424
2024-02-01,14L,NHS MANCHESTER,736468
2024-02-01,14Y,NHS BUCKINGHAMSHIRE,589676
2024-02-01,15A,NHS BERKSHIRE WEST,584197
2024-02-01,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE",1085942
2024-02-01,15E,NHS BIRMINGHAM AND SOLIHULL,1625555
2024-02-01,15F,NHS LEEDS,935910
2024-02-01,15M,NHS DERBY AND DERBYSHIRE,1132329
