actual_cost,date,items,quantity,row_id,row_name
3014593.7,2021-12-01,355480,32527616.0,00V,NHS BURY
2617905.04,2021-12-01,318096,26295908.000000004,00X,NHS CHORLEY AND SOUTH RIBBLE
3837708.08,2021-12-01,480507,44336995.49999999,00Y,NHS OLDHAM
5360274.24,2021-12-01,729665,49121932.39999999,01A,NHS EAST LANCASHIRE
3605148.1,2021-12-01,416037,41090543.0,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE"
2858776.3,2021-12-01,375095,31573772.3,01E,NHS GREATER PRESTON
2175958.6,2021-12-01,269353,24338038.099999998,01F,NHS HALTON
3841631.4,2021-12-01,539403,42842802.5,01G,NHS SALFORD
5206234.55,2021-12-01,691921,48299653.199999996,01H,NHS NORTH CUMBRIA
2787808.33,2021-12-01,374378,34522828.39999999,01J,NHS KNOWSLEY
4890355.44,2021-12-01,663057,46762548.39999999,01K,NHS MORECAMBE BAY
2630502.46,2021-12-01,353978,33229801.5,01T,NHS SOUTH SEFTON
2088598.41,2021-12-01,275151,21297191.2,01V,NHS SOUTHPORT AND FORMBY
4636961.8,2021-12-01,594075,49071212.7,01W,NHS STOCKPORT
3386577.03,2021-12-01,452230,38422883.8,01X,NHS ST HELENS
3501440.04,2021-12-01,442720,36659570.9,01Y,NHS TAMESIDE AND GLOSSOP
3247547.82,2021-12-01,434400,34446275.8,02A,NHS TRAFFORD
2965654.86,2021-12-01,354877,30111481.599999998,02E,NHS WARRINGTON
1741651.48,2021-12-01,206203,18412789.4,02G,NHS WEST LANCASHIRE
5615124.36,2021-12-01,632907,62051871.0,02H,NHS WIGAN BOROUGH
3077683.16,2021-12-01,436141,28941057.100000005,02M,NHS FYLDE AND WYRE
4209958.81,2021-12-01,675714,45261530.00000001,02P,NHS BARNSLEY
1901524.09,2021-12-01,270527,17758184.5,02Q,NHS BASSETLAW
3090952.26,2021-12-01,418433,33935157.49999999,02T,NHS CALDERDALE
5247271.23,2021-12-01,695491,48313969.599999994,02X,NHS DONCASTER
5139754.35,2021-12-01,684321,52348783.0,02Y,NHS EAST RIDING OF YORKSHIRE
4288856.11,2021-12-01,604254,48373487.8,03F,NHS HULL
2561753.52,2021-12-01,359972,26902434.1,03H,NHS NORTH EAST LINCOLNSHIRE
3062588.55,2021-12-01,430454,32092218.6,03K,NHS NORTH LINCOLNSHIRE
3964006.5,2021-12-01,560106,30573684.0,03L,NHS ROTHERHAM
8648669.1,2021-12-01,1214952,90501280.0,03N,NHS SHEFFIELD
3026418.91,2021-12-01,367699,28731812.8,03Q,NHS VALE OF YORK
5830984.97,2021-12-01,729347,61573745.099999994,03R,NHS WAKEFIELD
4818792.38,2021-12-01,584580,46191379.3,03W,NHS EAST LEICESTERSHIRE AND RUTLAND
4670827.21,2021-12-01,613283,57517902.699999996,04C,NHS LEICESTER CITY
5481739.95,2021-12-01,713306,52304358.599999994,04V,NHS WEST LEICESTERSHIRE
2190876.4,2021-12-01,255931,24825686.6,04Y,NHS CANNOCK CHASE
2043960.08,2021-12-01,256563,20833412.400000002,05D,NHS EAST STAFFORDSHIRE
3649380.9,2021-12-01,445916,43288128.99999999,05G,NHS NORTH STAFFORDSHIRE
3161350.36,2021-12-01,391654,32113329.9,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
2364843.71,2021-12-01,278895,26336059.3,05V,NHS STAFFORD AND SURROUNDS
4688247.17,2021-12-01,591967,60660056.6,05W,NHS STOKE ON TRENT
11604855.78,2021-12-01,1587438,111973499.50000004,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH
7615125.22,2021-12-01,1023158,69915116.7,06K,NHS EAST AND NORTH HERTFORDSHIRE
5607928.0,2021-12-01,757803,53096963.800000004,06L,NHS IPSWICH AND EAST SUFFOLK
6985810.25,2021-12-01,860349,64687217.599999994,06N,NHS HERTS VALLEYS
5057559.76,2021-12-01,701368,40041900.8,06Q,NHS MID ESSEX
5657479.3,2021-12-01,772020,54700667.1,06T,NHS NORTH EAST ESSEX
2075388.46,2021-12-01,270556,17365712.7,07G,NHS THURROCK
3972277.68,2021-12-01,526804,38134813.0,07H,NHS WEST ESSEX
4037182.37,2021-12-01,557482,34035904.9,07K,NHS WEST SUFFOLK
3378451.46,2021-12-01,423989,29031354.099999998,09D,NHS BRIGHTON AND HOVE
8589449.66,2021-12-01,1073521,76596901.7,10Q,NHS OXFORDSHIRE
2805502.51,2021-12-01,309542,26480065.6,10R,NHS PORTSMOUTH
12145641.27,2021-12-01,1444377,106367212.79999998,11J,NHS DORSET
8601553.17,2021-12-01,1161585,60970830.099999994,11M,NHS GLOUCESTERSHIRE
9028274.58,2021-12-01,1233766,75665842.0,11N,NHS CORNWALL AND THE ISLES OF SCILLY
8049032.22,2021-12-01,1011754,70398728.19999999,11X,NHS SOMERSET
6443176.15,2021-12-01,693301,59057680.7,12F,NHS WIRRAL
7214818.91,2021-12-01,1180437,85660812.80000001,13T,NHS NEWCASTLE GATESHEAD
8275821.72,2021-12-01,1083383,107379014.59999996,14L,NHS MANCHESTER
6357758.86,2021-12-01,735955,60754058.5,14Y,NHS BUCKINGHAMSHIRE
5986573.13,2021-12-01,704574,55460030.29999999,15A,NHS BERKSHIRE WEST
11916948.87,2021-12-01,1443450,107129784.8,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE"
18834015.95,2021-12-01,2102398,235869963.5,15E,NHS BIRMINGHAM AND SOLIHULL
11390730.21,2021-12-01,1402909,120481524.99999996,15F,NHS LEEDS
14634648.82,2021-12-01,1837736,153704794.79999995,15M,NHS DERBY AND DERBYSHIRE
18269426.27,2021-12-01,2363809,167797289.10000002,15N,NHS DEVON
10762660.01,2021-12-01,1525331,104060585.19999997,16C,NHS TEES VALLEY
11742645.56,2021-12-01,1389747,101273265.89999999,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE
15934066.95,2021-12-01,2215374,155804996.5,26A,NHS NORFOLK AND WAVENEY
11046316.71,2021-12-01,1435597,110142917.39999999,27D,NHS CHESHIRE
9010607.05,2021-12-01,1130112,102706739.4,36J,NHS BRADFORD DISTRICT AND CRAVEN
15504012.29,2021-12-01,2011011,153757562.6,36L,NHS SOUTH WEST LONDON
8533429.82,2021-12-01,1104646,77980060.3,42D,NHS NORTH YORKSHIRE
13653043.15,2021-12-01,1827079,132003720.30000003,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE
12941443.59,2021-12-01,1435167,117002126.80000003,70F,NHS WEST SUSSEX
13201373.87,2021-12-01,1941781,120225604.0,71E,NHS LINCOLNSHIRE
18264802.54,2021-12-01,2081206,178890133.5000001,72Q,NHS SOUTH EAST LONDON
9814104.12,2021-12-01,1455197,94636486.5,78H,NHS NORTHAMPTONSHIRE
8819166.38,2021-12-01,1429523,82849977.99999999,84H,NHS COUNTY DURHAM
26158938.25,2021-12-01,3083010,248272448.10000008,91Q,NHS KENT AND MEDWAY
15128666.41,2021-12-01,1562545,131723957.20000003,92A,NHS SURREY HEARTLANDS
12116999.04,2021-12-01,1612614,110226139.80000001,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE"
15285770.64,2021-12-01,1835640,174642677.50000006,93C,NHS NORTH CENTRAL LONDON
9112354.6,2021-12-01,1045938,74682530.39999998,97R,NHS EAST SUSSEX
7754239.62,2021-12-01,1064774,106787638.0,99A,NHS LIVERPOOL
3219094.45,2021-12-01,497878,34389112.9,99C,NHS NORTH TYNESIDE
3456074.98,2021-12-01,387034,27703383.2,99E,NHS BASILDON AND BRENTWOOD
2840290.95,2021-12-01,301469,20302325.999999996,99F,NHS CASTLE POINT AND ROCHFORD
2605740.82,2021-12-01,280132,18731978.699999996,99G,NHS SOUTHEND
20681462.69,2021-12-01,2754582,250811053.50000012,A3A8R,NHS NORTH EAST LONDON
13047028.21,2021-12-01,1715690,118027788.39999999,B2M3M,NHS COVENTRY AND WARWICKSHIRE
19136402.31,2021-12-01,2164218,212920022.1,D2P2L,NHS BLACK COUNTRY
113197.08,2021-12-01,9818,647650.5,D4U1Y,NHS FRIMLEY
26635981.72,2021-12-01,2872648,238050725.30000004,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT"
11926956.84,2021-12-01,1405872,119999797.3,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES"
7477622.4,2021-12-01,848356,72223137.0,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN"
4259818.41,2021-12-01,526078,44487494.3,U2G6B,NHS THAMES VALLEY ICB - U2G6B
22094304.13,2021-12-01,2855777,227637657.71000013,W2U3Z,NHS NORTH WEST LONDON
6237887.16,2021-12-01,821041,65067309.300000004,X2C4Y,NHS KIRKLEES
4543338.2,2022-01-01,725567,47131633.8,00L,NHS NORTHUMBERLAND
2228352.96,2022-01-01,349249,24901734.599999998,00N,NHS SOUTH TYNESIDE
3898034.02,2022-01-01,712099,42352167.0,00P,NHS SUNDERLAND
2169139.56,2022-01-01,294009,22124883.5,00Q,NHS BLACKBURN WITH DARWEN
2635085.73,2022-01-01,391637,26153862.000000004,00R,NHS BLACKPOOL
4038006.55,2022-01-01,513539,44263265.4,00T,NHS BOLTON
2671670.15,2022-01-01,320357,29337373.3,00V,NHS BURY
2353207.74,2022-01-01,292318,23997593.900000002,00X,NHS CHORLEY AND SOUTH RIBBLE
3513708.9,2022-01-01,448371,41944243.20000001,00Y,NHS OLDHAM
4983660.04,2022-01-01,687259,45025175.99999999,01A,NHS EAST LANCASHIRE
3261994.7,2022-01-01,389103,39202149.8,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE"
2581643.51,2022-01-01,343940,30553444.099999998,01E,NHS GREATER PRESTON
1959492.04,2022-01-01,250434,23434530.0,01F,NHS HALTON
3520103.11,2022-01-01,501439,40850848.1,01G,NHS SALFORD
4701548.71,2022-01-01,636168,43819418.1,01H,NHS NORTH CUMBRIA
2482090.75,2022-01-01,343365,32366904.999999996,01J,NHS KNOWSLEY
4341042.33,2022-01-01,607179,44701652.7,01K,NHS MORECAMBE BAY
2249355.91,2022-01-01,313706,31353786.799999997,01T,NHS SOUTH SEFTON
1913385.4,2022-01-01,259100,21207195.699999996,01V,NHS SOUTHPORT AND FORMBY
4305610.17,2022-01-01,572113,48257882.60000002,01W,NHS STOCKPORT
3038394.38,2022-01-01,413342,35174089.199999996,01X,NHS ST HELENS
3190507.29,2022-01-01,411878,35669972.8,01Y,NHS TAMESIDE AND GLOSSOP
2984536.62,2022-01-01,405263,32696691.699999996,02A,NHS TRAFFORD
2717459.75,2022-01-01,331183,28625912.30000001,02E,NHS WARRINGTON
1572807.81,2022-01-01,191406,17457542.200000003,02G,NHS WEST LANCASHIRE
5137390.2,2022-01-01,586981,58810113.199999996,02H,NHS WIGAN BOROUGH
2846064.11,2022-01-01,407134,27084748.600000005,02M,NHS FYLDE AND WYRE
3746183.98,2022-01-01,619970,41391171.8,02P,NHS BARNSLEY
1684033.7,2022-01-01,244073,16817033.1,02Q,NHS BASSETLAW
2877353.95,2022-01-01,405699,32692201.4,02T,NHS CALDERDALE
4629905.87,2022-01-01,627154,45292060.800000004,02X,NHS DONCASTER
4692970.77,2022-01-01,635395,49014217.5,02Y,NHS EAST RIDING OF YORKSHIRE
4045149.44,2022-01-01,585197,47270310.6,03F,NHS HULL
2306342.49,2022-01-01,328835,24965096.299999997,03H,NHS NORTH EAST LINCOLNSHIRE
2762116.28,2022-01-01,392499,30132903.3,03K,NHS NORTH LINCOLNSHIRE
3543885.43,2022-01-01,522379,28770986.099999998,03L,NHS ROTHERHAM
7684304.05,2022-01-01,1109789,84462441.0,03N,NHS SHEFFIELD
2721411.02,2022-01-01,338281,27328828.3,03Q,NHS VALE OF YORK
5302166.87,2022-01-01,674605,58922370.8,03R,NHS WAKEFIELD
4298540.43,2022-01-01,538500,43336481.1,03W,NHS EAST LEICESTERSHIRE AND RUTLAND
4377481.77,2022-01-01,582792,55465265.4,04C,NHS LEICESTER CITY
4903555.27,2022-01-01,656254,49555434.699999996,04V,NHS WEST LEICESTERSHIRE
2022065.45,2022-01-01,241352,22934899.3,04Y,NHS CANNOCK CHASE
1803848.82,2022-01-01,234411,18962573.5,05D,NHS EAST STAFFORDSHIRE
3193003.17,2022-01-01,405473,39558129.400000006,05G,NHS NORTH STAFFORDSHIRE
2773225.99,2022-01-01,354465,29744243.5,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
2133607.67,2022-01-01,257370,25019230.9,05V,NHS STAFFORD AND SURROUNDS
4305020.09,2022-01-01,554974,58220289.0,05W,NHS STOKE ON TRENT
10871766.6,2022-01-01,1527147,107224409.60000002,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH
7051621.95,2022-01-01,962365,65430828.7,06K,NHS EAST AND NORTH HERTFORDSHIRE
5247735.92,2022-01-01,726584,51465404.4,06L,NHS IPSWICH AND EAST SUFFOLK
6319338.84,2022-01-01,806491,60795824.099999994,06N,NHS HERTS VALLEYS
4720960.86,2022-01-01,670683,38900289.9,06Q,NHS MID ESSEX
5233384.43,2022-01-01,717024,52364585.4,06T,NHS NORTH EAST ESSEX
1971650.13,2022-01-01,259336,17444073.1,07G,NHS THURROCK
3670703.17,2022-01-01,493934,36634978.10000001,07H,NHS WEST ESSEX
3761883.36,2022-01-01,525720,31799995.599999998,07K,NHS WEST SUFFOLK
3084831.73,2022-01-01,400450,27558756.599999998,09D,NHS BRIGHTON AND HOVE
7875091.1,2022-01-01,1006318,72498075.1,10Q,NHS OXFORDSHIRE
2569316.94,2022-01-01,293018,24877617.1,10R,NHS PORTSMOUTH
10937733.18,2022-01-01,1329431,99963632.79999997,11J,NHS DORSET
7861486.54,2022-01-01,1080209,57857098.1,11M,NHS GLOUCESTERSHIRE
7998349.84,2022-01-01,1115301,69003185.7,11N,NHS CORNWALL AND THE ISLES OF SCILLY
7148049.04,2022-01-01,914900,63922387.3,11X,NHS SOMERSET
6052960.89,2022-01-01,670367,58039317.2,12F,NHS WIRRAL
6477634.86,2022-01-01,1090614,79396330.6,13T,NHS NEWCASTLE GATESHEAD
7763863.69,2022-01-01,1031969,103586238.59999998,14L,NHS MANCHESTER
5800226.85,2022-01-01,689356,59088556.699999996,14Y,NHS BUCKINGHAMSHIRE
5439740.02,2022-01-01,656012,53711764.599999994,15A,NHS BERKSHIRE WEST
10775084.41,2022-01-01,1342888,102720910.49999997,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE"
17483317.26,2022-01-01,2013992,226716699.80000007,15E,NHS BIRMINGHAM AND SOLIHULL
10370207.32,2022-01-01,1300961,111332884.89999998,15F,NHS LEEDS
13117951.21,2022-01-01,1693450,144205525.3,15M,NHS DERBY AND DERBYSHIRE
16538033.19,2022-01-01,2182913,156396694.69999993,15N,NHS DEVON
9867008.82,2022-01-01,1426560,99026051.19999999,16C,NHS TEES VALLEY
10637847.58,2022-01-01,1296182,94335831.5,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE
14684105.54,2022-01-01,2083526,149224188.50000003,26A,NHS NORFOLK AND WAVENEY
10121870.17,2022-01-01,1341672,104489656.9,27D,NHS CHESHIRE
8256026.75,2022-01-01,1060375,106013925.90000002,36J,NHS BRADFORD DISTRICT AND CRAVEN
14448738.58,2022-01-01,1931209,146806638.30000004,36L,NHS SOUTH WEST LONDON
7768316.71,2022-01-01,1030751,72752494.39999999,42D,NHS NORTH YORKSHIRE
12440430.37,2022-01-01,1698902,124409076.10000002,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE
11797747.96,2022-01-01,1341823,111864872.30000001,70F,NHS WEST SUSSEX
12081663.59,2022-01-01,1811908,115023372.3,71E,NHS LINCOLNSHIRE
17222982.25,2022-01-01,2022909,177457465.80000013,72Q,NHS SOUTH EAST LONDON
8822626.45,2022-01-01,1335868,87643471.7,78H,NHS NORTHAMPTONSHIRE
7865576.16,2022-01-01,1326249,77622831.3,84H,NHS COUNTY DURHAM
24090663.91,2022-01-01,2876486,235531520.6000001,91Q,NHS KENT AND MEDWAY
13618003.02,2022-01-01,1432975,127097684.2,92A,NHS SURREY HEARTLANDS
11022345.16,2022-01-01,1506229,103200553.5,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE"
14258110.02,2022-01-01,1757162,168174211.40000007,93C,NHS NORTH CENTRAL LONDON
8106254.19,2022-01-01,952539,68874706.3,97R,NHS EAST SUSSEX
7165736.93,2022-01-01,992472,104062616.39999999,99A,NHS LIVERPOOL
2885392.18,2022-01-01,468861,31829682.5,99C,NHS NORTH TYNESIDE
3282219.2,2022-01-01,374922,27824780.299999997,99E,NHS BASILDON AND BRENTWOOD
2448638.88,2022-01-01,268522,18465628.900000002,99F,NHS CASTLE POINT AND ROCHFORD
2342134.19,2022-01-01,256430,18044778.2,99G,NHS SOUTHEND
19733343.42,2022-01-01,2698239,245873440.4,A3A8R,NHS NORTH EAST LONDON
11780670.72,2022-01-01,1572973,110941878.0,B2M3M,NHS COVENTRY AND WARWICKSHIRE
17445119.13,2022-01-01,2030355,203378473.6000001,D2P2L,NHS BLACK COUNTRY
112955.75,2022-01-01,10205,606557.0,D4U1Y,NHS FRIMLEY
23655552.82,2022-01-01,2594706,218785298.29999998,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT"
10851364.89,2022-01-01,1318296,114159805.39999998,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES"
6694858.64,2022-01-01,780620,65998155.0,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN"
3858906.93,2022-01-01,481532,42275705.3,U2G6B,NHS THAMES VALLEY ICB - U2G6B
20977688.97,2022-01-01,2797546,226553296.6,W2U3Z,NHS NORTH WEST LONDON
5687341.13,2022-01-01,771749,63919108.29999999,X2C4Y,NHS KIRKLEES
4281639.56,2022-02-01,663909,48980989.7,00L,NHS NORTHUMBERLAND
2194580.23,2022-02-01,344962,24623841.399999995,00N,NHS SOUTH TYNESIDE
3867484.74,2022-02-01,680977,42233435.5,00P,NHS SUNDERLAND
1994857.28,2022-02-01,272409,20837775.400000002,00Q,NHS BLACKBURN WITH DARWEN
2448657.23,2022-02-01,363590,24049960.5,00R,NHS BLACKPOOL
3699604.41,2022-02-01,466619,40513432.0,00T,NHS BOLTON
2585968.65,2022-02-01,306448,28681274.7,00V,NHS BURY
2187369.27,2022-02-01,272109,22300546.3,00X,NHS CHORLEY AND SOUTH RIBBLE
3309080.96,2022-02-01,422558,38629537.9,00Y,NHS OLDHAM
4727359.15,2022-02-01,651482,43989566.8,01A,NHS EAST LANCASHIRE
3073409.25,2022-02-01,362307,36176678.599999994,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE"
2392232.83,2022-02-01,320815,27691703.3,01E,NHS GREATER PRESTON
1794340.6,2022-02-01,226250,21102008.599999998,01F,NHS HALTON
3325806.99,2022-02-01,472420,39242335.199999996,01G,NHS SALFORD
4267465.76,2022-02-01,582401,40992502.1,01H,NHS NORTH CUMBRIA
2352479.24,2022-02-01,325032,30240844.400000002,01J,NHS KNOWSLEY
4107802.59,2022-02-01,572504,41471687.0,01K,NHS MORECAMBE BAY
2178905.37,2022-02-01,301029,29220825.099999998,01T,NHS SOUTH SEFTON
1783696.24,2022-02-01,239799,18811648.4,01V,NHS SOUTHPORT AND FORMBY
4017203.53,2022-02-01,522344,44420985.99999999,01W,NHS STOCKPORT
2912295.6,2022-02-01,399195,34648197.4,01X,NHS ST HELENS
2976454.83,2022-02-01,384778,33547749.3,01Y,NHS TAMESIDE AND GLOSSOP
2758618.96,2022-02-01,378001,30551423.6,02A,NHS TRAFFORD
2561935.83,2022-02-01,308184,27203658.3,02E,NHS WARRINGTON
1498484.09,2022-02-01,182642,16558646.0,02G,NHS WEST LANCASHIRE
4797211.09,2022-02-01,546499,55951926.599999994,02H,NHS WIGAN BOROUGH
2638641.62,2022-02-01,377775,25477459.700000003,02M,NHS FYLDE AND WYRE
3494821.74,2022-02-01,580602,38935838.3,02P,NHS BARNSLEY
1561872.48,2022-02-01,230508,15658839.0,02Q,NHS BASSETLAW
2700267.29,2022-02-01,379473,31465113.799999997,02T,NHS CALDERDALE
4296399.41,2022-02-01,591778,42521532.1,02X,NHS DONCASTER
4531045.41,2022-02-01,617113,48024579.1,02Y,NHS EAST RIDING OF YORKSHIRE
3889421.68,2022-02-01,546078,44816822.9,03F,NHS HULL
2188562.24,2022-02-01,311728,24462787.999999996,03H,NHS NORTH EAST LINCOLNSHIRE
2709540.09,2022-02-01,382679,28905008.5,03K,NHS NORTH LINCOLNSHIRE
3347805.29,2022-02-01,491090,27062361.400000002,03L,NHS ROTHERHAM
7304449.26,2022-02-01,1048755,79817426.0,03N,NHS SHEFFIELD
2580222.38,2022-02-01,319936,26032712.200000003,03Q,NHS VALE OF YORK
4890723.83,2022-02-01,623418,53283615.29999999,03R,NHS WAKEFIELD
4095730.73,2022-02-01,507526,42106200.1,03W,NHS EAST LEICESTERSHIRE AND RUTLAND
4090284.35,2022-02-01,543735,52825012.199999996,04C,NHS LEICESTER CITY
4675781.36,2022-02-01,621625,47597994.599999994,04V,NHS WEST LEICESTERSHIRE
1890088.09,2022-02-01,224520,21963161.8,04Y,NHS CANNOCK CHASE
1754230.77,2022-02-01,228266,18777725.8,05D,NHS EAST STAFFORDSHIRE
3057518.99,2022-02-01,381034,38295209.0,05G,NHS NORTH STAFFORDSHIRE
2629815.3,2022-02-01,336694,28047925.2,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
1983521.21,2022-02-01,239823,23005966.3,05V,NHS STAFFORD AND SURROUNDS
4033371.56,2022-02-01,516441,54099511.9,05W,NHS STOKE ON TRENT
10154474.38,2022-02-01,1414591,102679899.00000004,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH
6532216.5,2022-02-01,887434,60885052.50000001,06K,NHS EAST AND NORTH HERTFORDSHIRE
4791736.21,2022-02-01,665181,48224885.599999994,06L,NHS IPSWICH AND EAST SUFFOLK
5952351.76,2022-02-01,753615,56942254.9,06N,NHS HERTS VALLEYS
4353441.89,2022-02-01,611976,35437888.9,06Q,NHS MID ESSEX
4863035.79,2022-02-01,670655,48999664.0,06T,NHS NORTH EAST ESSEX
1845321.3,2022-02-01,243986,16693552.4,07G,NHS THURROCK
3399374.58,2022-02-01,456571,34039635.99999999,07H,NHS WEST ESSEX
3569856.44,2022-02-01,498430,30261724.099999998,07K,NHS WEST SUFFOLK
2897170.46,2022-02-01,371646,26277987.299999997,09D,NHS BRIGHTON AND HOVE
7338703.48,2022-02-01,938591,69458099.80000001,10Q,NHS OXFORDSHIRE
2553582.68,2022-02-01,284373,24638106.5,10R,NHS PORTSMOUTH
10164399.67,2022-02-01,1237215,92873498.19999999,11J,NHS DORSET
7290753.92,2022-02-01,1019375,53981207.199999996,11M,NHS GLOUCESTERSHIRE
7692259.94,2022-02-01,1071076,66659262.599999994,11N,NHS CORNWALL AND THE ISLES OF SCILLY
6651806.78,2022-02-01,847007,59565095.099999994,11X,NHS SOMERSET
5588224.7,2022-02-01,625753,53102976.7,12F,NHS WIRRAL
6168403.01,2022-02-01,1027311,74985555.39999998,13T,NHS NEWCASTLE GATESHEAD
7134216.18,2022-02-01,955932,94402992.1,14L,NHS MANCHESTER
5628911.37,2022-02-01,669700,56044515.699999996,14Y,NHS BUCKINGHAMSHIRE
5034875.12,2022-02-01,610332,49223728.099999994,15A,NHS BERKSHIRE WEST
10133104.92,2022-02-01,1248196,96141682.60000002,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE"
16652091.38,2022-02-01,1876459,220217009.00000006,15E,NHS BIRMINGHAM AND SOLIHULL
9652183.51,2022-02-01,1213327,104230090.29999995,15F,NHS LEEDS
12366778.93,2022-02-01,1596374,137164061.4,15M,NHS DERBY AND DERBYSHIRE
15373505.47,2022-02-01,2032738,145254805.19999996,15N,NHS DEVON
9100512.39,2022-02-01,1318743,92110996.6,16C,NHS TEES VALLEY
10054788.12,2022-02-01,1209818,90495606.3,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE
13595463.57,2022-02-01,1929821,138244702.6,26A,NHS NORFOLK AND WAVENEY
9373784.69,2022-02-01,1234395,97512221.2,27D,NHS CHESHIRE
7853988.59,2022-02-01,1009523,97245853.3,36J,NHS BRADFORD DISTRICT AND CRAVEN
13553123.41,2022-02-01,1801892,139689623.7,36L,NHS SOUTH WEST LONDON
7258320.2,2022-02-01,961314,68154094.69999999,42D,NHS NORTH YORKSHIRE
11864246.86,2022-02-01,1605651,118757679.6,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE
11083226.9,2022-02-01,1245176,104467072.10000001,70F,NHS WEST SUSSEX
11289315.63,2022-02-01,1696423,109113416.6,71E,NHS LINCOLNSHIRE
15959129.74,2022-02-01,1863428,166366078.80000007,72Q,NHS SOUTH EAST LONDON
8175202.9,2022-02-01,1240575,82198309.0,78H,NHS NORTHAMPTONSHIRE
7468551.25,2022-02-01,1259328,73344080.1,84H,NHS COUNTY DURHAM
22381991.34,2022-02-01,2673996,220115433.10000017,91Q,NHS KENT AND MEDWAY
12629246.55,2022-02-01,1325020,120349507.90000004,92A,NHS SURREY HEARTLANDS
10085855.0,2022-02-01,1386058,95457381.69999999,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE"
13690831.9,2022-02-01,1670591,159921875.9,93C,NHS NORTH CENTRAL LONDON
7698942.02,2022-02-01,895906,65812868.39999998,97R,NHS EAST SUSSEX
6612008.66,2022-02-01,925634,96601066.4,99A,NHS LIVERPOOL
2747353.37,2022-02-01,440146,30686309.8,99C,NHS NORTH TYNESIDE
2984300.3,2022-02-01,337309,24979301.4,99E,NHS BASILDON AND BRENTWOOD
2292619.85,2022-02-01,247545,17214877.3,99F,NHS CASTLE POINT AND ROCHFORD
2254603.93,2022-02-01,245578,17244480.9,99G,NHS SOUTHEND
18525712.34,2022-02-01,2503469,231069144.3,A3A8R,NHS NORTH EAST LONDON
11110972.36,2022-02-01,1492007,106058417.49999999,B2M3M,NHS COVENTRY AND WARWICKSHIRE
16494625.77,2022-02-01,1899743,191852841.7,D2P2L,NHS BLACK COUNTRY
98396.62,2022-02-01,9221,592502.0,D4U1Y,NHS FRIMLEY
22638062.8,2022-02-01,2467755,213163482.70000005,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT"
10082633.94,2022-02-01,1219126,105426474.6,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES"
6203030.82,2022-02-01,726852,61738212.60000001,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN"
3719502.98,2022-02-01,469130,40843416.9,U2G6B,NHS THAMES VALLEY ICB - U2G6B
19423181.68,2022-02-01,2586988,205958463.30000013,W2U3Z,NHS NORTH WEST LONDON
5493327.07,2022-02-01,748404,61303252.20000001,X2C4Y,NHS KIRKLEES
4991127.9,2022-03-01,784361,54604810.1,00L,NHS NORTHUMBERLAND
2442447.83,2022-03-01,377263,27537663.799999997,00N,NHS SOUTH TYNESIDE
4292304.8,2022-03-01,763055,47272566.2,00P,NHS SUNDERLAND
2293875.25,2022-03-01,310891,23796712.5,00Q,NHS BLACKBURN WITH DARWEN
2854382.64,2022-03-01,418362,28101350.1,00R,NHS BLACKPOOL
4462512.5,2022-03-01,558054,50141882.900000006,00T,NHS BOLTON
2912562.03,2022-03-01,345486,32584728.1,00V,NHS BURY
2516115.33,2022-03-01,310779,25972859.200000003,00X,NHS CHORLEY AND SOUTH RIBBLE
