actual_cost,date,items,quantity,row_id,row_name
8735094.67,2023-11-01,1217563,89108449.69999997,03N,NHS SHEFFIELD
3244562.77,2023-11-01,373648,30020726.1,03Q,NHS VALE OF YORK
6296335.01,2023-11-01,748388,64199572.900000006,03R,NHS WAKEFIELD
5353363.88,2023-11-01,617927,49544095.10000001,03W,NHS EAST LEICESTERSHIRE AND RUTLAND
5266703.05,2023-11-01,646300,62831366.199999996,04C,NHS LEICESTER CITY
6000967.41,2023-11-01,740497,56404534.300000004,04V,NHS WEST LEICESTERSHIRE
2419258.69,2023-11-01,272523,27858543.1,04Y,NHS CANNOCK CHASE
2201062.83,2023-11-01,261698,22742690.0,05D,NHS EAST STAFFORDSHIRE
4108437.49,2023-11-01,471857,48793940.8,05G,NHS NORTH STAFFORDSHIRE
3207770.07,2023-11-01,387277,32700952.900000002,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
2490089.2,2023-11-01,286545,27071871.0,05V,NHS STAFFORD AND SURROUNDS
4787748.58,2023-11-01,574102,60690332.0,05W,NHS STOKE ON TRENT
13090739.63,2023-11-01,1666042,118298410.60000005,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH
7986194.08,2023-11-01,1021898,67709183.69999999,06K,NHS EAST AND NORTH HERTFORDSHIRE
5787808.97,2023-11-01,769599,53547714.29999999,06L,NHS IPSWICH AND EAST SUFFOLK
7592856.13,2023-11-01,871606,65560917.400000006,06N,NHS HERTS VALLEYS
5519797.52,2023-11-01,714615,41865449.2,06Q,NHS MID ESSEX
6021892.54,2023-11-01,779974,57793022.7,06T,NHS NORTH EAST ESSEX
2309213.07,2023-11-01,278317,18628738.0,07G,NHS THURROCK
4339151.73,2023-11-01,545950,37001539.1,07H,NHS WEST ESSEX
4472728.42,2023-11-01,584309,35334623.099999994,07K,NHS WEST SUFFOLK
3739593.91,2023-11-01,430362,30270211.5,09D,NHS BRIGHTON AND HOVE
9178818.9,2023-11-01,1102469,79571761.7,10Q,NHS OXFORDSHIRE
2951533.73,2023-11-01,310131,26070648.4,10R,NHS PORTSMOUTH
12618020.17,2023-11-01,1450175,110377824.99999997,11J,NHS DORSET
9536073.74,2023-11-01,1227603,63453509.19999999,11M,NHS GLOUCESTERSHIRE
9893219.85,2023-11-01,1256772,76889555.1,11N,NHS CORNWALL AND THE ISLES OF SCILLY
8680117.95,2023-11-01,1008070,71114825.6,11X,NHS SOMERSET
6879703.73,2023-11-01,726970,66322306.8,12F,NHS WIRRAL
7497803.09,2023-11-01,1157420,86024134.50000003,13T,NHS NEWCASTLE GATESHEAD
9127387.54,2023-11-01,1136837,113876659.50000001,14L,NHS MANCHESTER
6989603.34,2023-11-01,752709,64288475.29999999,14Y,NHS BUCKINGHAMSHIRE
6345508.13,2023-11-01,719957,57110640.8,15A,NHS BERKSHIRE WEST
12725265.9,2023-11-01,1426503,108905188.40000002,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE"
20542612.7,2023-11-01,2201541,259161815.4000001,15E,NHS BIRMINGHAM AND SOLIHULL
11930134.77,2023-11-01,1412544,118124354.49999999,15F,NHS LEEDS
15438142.98,2023-11-01,1875294,160752668.6,15M,NHS DERBY AND DERBYSHIRE
19588533.9,2023-11-01,2388570,169478072.10000002,15N,NHS DEVON
11176287.53,2023-11-01,1548548,106349367.59999998,16C,NHS TEES VALLEY
12718171.43,2023-11-01,1397806,105240151.5,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE
17414940.52,2023-11-01,2243902,157792851.79999998,26A,NHS NORFOLK AND WAVENEY
11998502.25,2023-11-01,1480855,115342121.5,27D,NHS CHESHIRE
9943626.51,2023-11-01,1168730,110300329.10000001,36J,NHS BRADFORD DISTRICT AND CRAVEN
16942658.23,2023-11-01,2097835,157994451.30000007,36L,NHS SOUTH WEST LONDON
9231199.92,2023-11-01,1136344,81236965.49999997,42D,NHS NORTH YORKSHIRE
14786862.07,2023-11-01,1880608,138547321.49999997,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE
14005798.88,2023-11-01,1497003,122568857.80000004,70F,NHS WEST SUSSEX
14502818.97,2023-11-01,1989539,126900483.5,71E,NHS LINCOLNSHIRE
20210001.74,2023-11-01,2207606,188165675.40000007,72Q,NHS SOUTH EAST LONDON
10254677.81,2023-11-01,1453293,93890282.7,78H,NHS NORTHAMPTONSHIRE
9393390.3,2023-11-01,1484608,84999154.7,84H,NHS COUNTY DURHAM
27986401.31,2023-11-01,3072765,257358847.20000008,91Q,NHS KENT AND MEDWAY
15679819.09,2023-11-01,1555600,132978838.2,92A,NHS SURREY HEARTLANDS
12878320.1,2023-11-01,1662700,114793126.10000002,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE"
16942383.3,2023-11-01,1987503,181174235.10000005,93C,NHS NORTH CENTRAL LONDON
9431331.3,2023-11-01,1042196,73115542.19999999,97R,NHS EAST SUSSEX
8369884.25,2023-11-01,1065268,116119337.20000002,99A,NHS LIVERPOOL
3284623.81,2023-11-01,494773,33704314.4,99C,NHS NORTH TYNESIDE
3732691.31,2023-11-01,385993,28735770.999999996,99E,NHS BASILDON AND BRENTWOOD
2967547.16,2023-11-01,292919,20473799.2,99F,NHS CASTLE POINT AND ROCHFORD
2870752.4,2023-11-01,287476,20791751.9,99G,NHS SOUTHEND
23796884.97,2023-11-01,3021618,278929800.5,A3A8R,NHS NORTH EAST LONDON
14312629.53,2023-11-01,1775481,125840347.9,B2M3M,NHS COVENTRY AND WARWICKSHIRE
20697779.9,2023-11-01,2237374,235030301.19999993,D2P2L,NHS BLACK COUNTRY
163278.54,2023-11-01,15444,936212.5,D4U1Y,NHS FRIMLEY
27957173.26,2023-11-01,2878269,239423541.00000006,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT"
13152550.87,2023-11-01,1452920,125654795.2,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES"
7933352.26,2023-11-01,874245,75329928.5,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN"
5108664.73,2023-11-01,568487,49112535.3,U2G6B,NHS THAMES VALLEY ICB - U2G6B
24359627.79,2023-11-01,3063515,239211606.90000004,W2U3Z,NHS NORTH WEST LONDON
6689044.45,2023-11-01,859819,71647927.89999999,X2C4Y,NHS KIRKLEES
5579290.82,2023-12-01,802440,55025277.199999996,00L,NHS NORTHUMBERLAND
2623730.44,2023-12-01,380551,26345675.3,00N,NHS SOUTH TYNESIDE
4814084.06,2023-12-01,748322,48523830.0,00P,NHS SUNDERLAND
2332333.21,2023-12-01,308555,23425328.5,00Q,NHS BLACKBURN WITH DARWEN
3150651.79,2023-12-01,426428,28590404.200000003,00R,NHS BLACKPOOL
4627408.74,2023-12-01,556492,47620439.1,00T,NHS BOLTON
3127635.06,2023-12-01,346633,31710775.099999994,00V,NHS BURY
2888087.05,2023-12-01,331120,27979579.200000003,00X,NHS CHORLEY AND SOUTH RIBBLE
3898208.81,2023-12-01,474295,44260380.9,00Y,NHS OLDHAM
5883946.04,2023-12-01,731439,51043287.699999996,01A,NHS EAST LANCASHIRE
3805087.39,2023-12-01,416743,40425700.3,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE"
3092517.44,2023-12-01,379213,33450193.5,01E,NHS GREATER PRESTON
2175795.9,2023-12-01,268748,23829639.3,01F,NHS HALTON
4000514.7,2023-12-01,535183,43709363.599999994,01G,NHS SALFORD
5424850.58,2023-12-01,686443,48691226.0,01H,NHS NORTH CUMBRIA
2959525.74,2023-12-01,383032,35660565.3,01J,NHS KNOWSLEY
5208045.76,2023-12-01,657114,47975308.7,01K,NHS MORECAMBE BAY
2963635.04,2023-12-01,356956,35253668.0,01T,NHS SOUTH SEFTON
2029034.21,2023-12-01,278933,21906386.9,01V,NHS SOUTHPORT AND FORMBY
4978362.72,2023-12-01,607542,52657387.800000004,01W,NHS STOCKPORT
3403144.1,2023-12-01,451985,39396841.0,01X,NHS ST HELENS
3819308.36,2023-12-01,458367,39836413.4,01Y,NHS TAMESIDE AND GLOSSOP
3382128.75,2023-12-01,437969,34807012.5,02A,NHS TRAFFORD
3125755.46,2023-12-01,360562,31868559.999999996,02E,NHS WARRINGTON
1888535.98,2023-12-01,213179,19869255.200000003,02G,NHS WEST LANCASHIRE
6033201.69,2023-12-01,650216,63846814.99999999,02H,NHS WIGAN BOROUGH
3365962.4,2023-12-01,446694,30359499.2,02M,NHS FYLDE AND WYRE
4280152.04,2023-12-01,658926,44563734.900000006,02P,NHS BARNSLEY
1882452.9,2023-12-01,270478,17208479.5,02Q,NHS BASSETLAW
3335345.76,2023-12-01,434576,33716427.300000004,02T,NHS CALDERDALE
5163579.54,2023-12-01,673485,45673456.800000004,02X,NHS DONCASTER
5465278.12,2023-12-01,703216,53729612.20000001,02Y,NHS EAST RIDING OF YORKSHIRE
4500661.09,2023-12-01,612793,49814866.3,03F,NHS HULL
2817664.07,2023-12-01,366542,27642063.2,03H,NHS NORTH EAST LINCOLNSHIRE
3186675.23,2023-12-01,435848,31811745.5,03K,NHS NORTH LINCOLNSHIRE
4051987.54,2023-12-01,568167,30186938.8,03L,NHS ROTHERHAM
8535888.6,2023-12-01,1188952,87955478.39999998,03N,NHS SHEFFIELD
3285768.73,2023-12-01,373745,29717410.900000002,03Q,NHS VALE OF YORK
6232500.08,2023-12-01,734926,64570361.8,03R,NHS WAKEFIELD
5344779.61,2023-12-01,609435,48578642.60000001,03W,NHS EAST LEICESTERSHIRE AND RUTLAND
5282703.91,2023-12-01,640212,59646760.7,04C,NHS LEICESTER CITY
6007795.6,2023-12-01,740143,54840466.300000004,04V,NHS WEST LEICESTERSHIRE
2429777.25,2023-12-01,273658,26590680.3,04Y,NHS CANNOCK CHASE
2158642.0,2023-12-01,264295,22010718.0,05D,NHS EAST STAFFORDSHIRE
4095531.14,2023-12-01,467170,47082826.5,05G,NHS NORTH STAFFORDSHIRE
3194037.0,2023-12-01,370665,32089120.2,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
2523295.41,2023-12-01,285354,27324390.2,05V,NHS STAFFORD AND SURROUNDS
4846484.28,2023-12-01,573483,59537651.800000004,05W,NHS STOKE ON TRENT
13051728.07,2023-12-01,1642865,115282822.50000001,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH
7872652.84,2023-12-01,998874,65695212.8,06K,NHS EAST AND NORTH HERTFORDSHIRE
5857894.59,2023-12-01,773002,54299903.699999996,06L,NHS IPSWICH AND EAST SUFFOLK
7474346.32,2023-12-01,859415,63577611.699999996,06N,NHS HERTS VALLEYS
5548113.65,2023-12-01,714542,41547079.4,06Q,NHS MID ESSEX
6093214.6,2023-12-01,785066,58155744.900000006,06T,NHS NORTH EAST ESSEX
2301795.58,2023-12-01,275483,18842113.3,07G,NHS THURROCK
4383903.71,2023-12-01,543116,36860094.599999994,07H,NHS WEST ESSEX
4502651.63,2023-12-01,584198,34494800.0,07K,NHS WEST SUFFOLK
3616586.09,2023-12-01,417151,28893756.0,09D,NHS BRIGHTON AND HOVE
2.26,2023-12-01,1,22.0,09W,NHS MEDWAY
9151800.93,2023-12-01,1096252,80541467.8,10Q,NHS OXFORDSHIRE
2875465.61,2023-12-01,305554,24947606.3,10R,NHS PORTSMOUTH
12345341.41,2023-12-01,1413349,105360018.39999998,11J,NHS DORSET
9193480.67,2023-12-01,1166894,62288791.50000001,11M,NHS GLOUCESTERSHIRE
9807763.65,2023-12-01,1246999,75632916.69999999,11N,NHS CORNWALL AND THE ISLES OF SCILLY
8427379.69,2023-12-01,984866,69383137.79999997,11X,NHS SOMERSET
7065657.7,2023-12-01,734087,65712133.5,12F,NHS WIRRAL
7519590.55,2023-12-01,1143237,85451626.89999999,13T,NHS NEWCASTLE GATESHEAD
8998581.86,2023-12-01,1113740,109432216.40000004,14L,NHS MANCHESTER
7061538.99,2023-12-01,760336,65101320.699999996,14Y,NHS BUCKINGHAMSHIRE
6441550.38,2023-12-01,714784,57839051.4,15A,NHS BERKSHIRE WEST
12562632.46,2023-12-01,1392166,107624271.80000001,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE"
20739275.95,2023-12-01,2179504,258236308.29999995,15E,NHS BIRMINGHAM AND SOLIHULL
11954166.03,2023-12-01,1411626,116242196.69999997,15F,NHS LEEDS
15267345.51,2023-12-01,1836739,157907091.89999998,15M,NHS DERBY AND DERBYSHIRE
19423100.86,2023-12-01,2345355,166908381.30000004,15N,NHS DEVON
11259918.12,2023-12-01,1549886,106154421.8,16C,NHS TEES VALLEY
12793236.99,2023-12-01,1391574,103730785.99999999,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE
17598643.77,2023-12-01,2250828,159708206.2,26A,NHS NORFOLK AND WAVENEY
11740677.44,2023-12-01,1459145,114316419.4,27D,NHS CHESHIRE
9718578.94,2023-12-01,1145367,106520714.10000002,36J,NHS BRADFORD DISTRICT AND CRAVEN
16642803.02,2023-12-01,2053357,151431386.80000004,36L,NHS SOUTH WEST LONDON
9134100.82,2023-12-01,1130711,81512476.1,42D,NHS NORTH YORKSHIRE
14778381.26,2023-12-01,1855830,137197165.1,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE
13563234.03,2023-12-01,1454324,117761895.19999999,70F,NHS WEST SUSSEX
14440549.96,2023-12-01,1970401,125896302.30000001,71E,NHS LINCOLNSHIRE
19938606.33,2023-12-01,2167997,182229930.8,72Q,NHS SOUTH EAST LONDON
10189588.04,2023-12-01,1452266,92896936.89999999,78H,NHS NORTHAMPTONSHIRE
9269628.98,2023-12-01,1441040,84180178.39999999,84H,NHS COUNTY DURHAM
28261164.13,2023-12-01,3088870,254385144.40000013,91Q,NHS KENT AND MEDWAY
15648110.57,2023-12-01,1538278,130519797.7,92A,NHS SURREY HEARTLANDS
12861892.94,2023-12-01,1645013,113298941.89999998,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE"
16566154.23,2023-12-01,1920828,176772211.70000002,93C,NHS NORTH CENTRAL LONDON
9516849.26,2023-12-01,1045372,73652908.69999999,97R,NHS EAST SUSSEX
8216756.42,2023-12-01,1055140,113382272.39999999,99A,NHS LIVERPOOL
3479777.06,2023-12-01,514529,34785606.900000006,99C,NHS NORTH TYNESIDE
3763159.61,2023-12-01,389894,27851596.4,99E,NHS BASILDON AND BRENTWOOD
2855325.06,2023-12-01,284739,19457338.400000002,99F,NHS CASTLE POINT AND ROCHFORD
2871857.27,2023-12-01,288979,20333384.2,99G,NHS SOUTHEND
23629861.17,2023-12-01,2968765,275843200.6000001,A3A8R,NHS NORTH EAST LONDON
14343356.93,2023-12-01,1757833,124996617.5,B2M3M,NHS COVENTRY AND WARWICKSHIRE
20260774.06,2023-12-01,2162519,223541036.60000002,D2P2L,NHS BLACK COUNTRY
144614.66,2023-12-01,16286,968996.5,D4U1Y,NHS FRIMLEY
27542250.99,2023-12-01,2851744,238137582.0000001,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT"
12874418.16,2023-12-01,1432961,123266893.10000002,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES"
7918933.6,2023-12-01,858059,73999744.3,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN"
5074579.64,2023-12-01,562538,47390651.199999996,U2G6B,NHS THAMES VALLEY ICB - U2G6B
24359020.28,2023-12-01,3011531,232648150.60000008,W2U3Z,NHS NORTH WEST LONDON
6585865.52,2023-12-01,841550,69740274.60000002,X2C4Y,NHS KIRKLEES
5573425.69,2024-01-01,815548,56661437.0,00L,NHS NORTHUMBERLAND
2622481.26,2024-01-01,396549,27962930.699999996,00N,NHS SOUTH TYNESIDE
4830352.87,2024-01-01,782333,51113399.8,00P,NHS SUNDERLAND
2428242.76,2024-01-01,326640,25321890.4,00Q,NHS BLACKBURN WITH DARWEN
3260208.89,2024-01-01,444394,30246997.700000003,00R,NHS BLACKPOOL
4660514.38,2024-01-01,574415,50718316.9,00T,NHS BOLTON
3202104.96,2024-01-01,359013,33971486.8,00V,NHS BURY
2786355.19,2024-01-01,329796,27922881.300000004,00X,NHS CHORLEY AND SOUTH RIBBLE
4093542.48,2024-01-01,510942,47980077.199999996,00Y,NHS OLDHAM
6097227.54,2024-01-01,762065,53540572.900000006,01A,NHS EAST LANCASHIRE
4000691.87,2024-01-01,442340,45328983.5,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE"
3093366.15,2024-01-01,393221,35041422.1,01E,NHS GREATER PRESTON
2199698.28,2024-01-01,276593,25381490.400000002,01F,NHS HALTON
4075055.81,2024-01-01,556271,45681892.8,01G,NHS SALFORD
5341795.26,2024-01-01,687681,48971400.7,01H,NHS NORTH CUMBRIA
2972713.42,2024-01-01,387075,36219925.9,01J,NHS KNOWSLEY
5194068.87,2024-01-01,663406,49939801.599999994,01K,NHS MORECAMBE BAY
2837234.42,2024-01-01,358523,37212603.79999998,01T,NHS SOUTH SEFTON
1977751.95,2024-01-01,279621,22644007.099999998,01V,NHS SOUTHPORT AND FORMBY
5058059.67,2024-01-01,627163,56100403.800000004,01W,NHS STOCKPORT
3420392.03,2024-01-01,463276,41402462.00000001,01X,NHS ST HELENS
3905997.35,2024-01-01,473218,41920884.39999999,01Y,NHS TAMESIDE AND GLOSSOP
3408000.4,2024-01-01,445499,36729375.6,02A,NHS TRAFFORD
3181668.22,2024-01-01,374870,33491982.100000005,02E,NHS WARRINGTON
1872273.21,2024-01-01,216407,19591711.2,02G,NHS WEST LANCASHIRE
6011623.7,2024-01-01,657585,65100031.60000001,02H,NHS WIGAN BOROUGH
3415506.45,2024-01-01,448664,31487687.900000002,02M,NHS FYLDE AND WYRE
4367272.97,2024-01-01,693181,47068468.9,02P,NHS BARNSLEY
1936109.4,2024-01-01,284546,18607836.5,02Q,NHS BASSETLAW
3409271.04,2024-01-01,458113,36166357.300000004,02T,NHS CALDERDALE
5248944.26,2024-01-01,702126,48220330.0,02X,NHS DONCASTER
5619050.55,2024-01-01,728207,57142965.199999996,02Y,NHS EAST RIDING OF YORKSHIRE
4525896.0,2024-01-01,633215,51547950.3,03F,NHS HULL
2808368.92,2024-01-01,371018,28309190.099999998,03H,NHS NORTH EAST LINCOLNSHIRE
3254523.38,2024-01-01,441985,33107336.0,03K,NHS NORTH LINCOLNSHIRE
4241806.08,2024-01-01,605533,32877382.500000004,03L,NHS ROTHERHAM
8844371.39,2024-01-01,1254609,90906245.99999999,03N,NHS SHEFFIELD
3199616.35,2024-01-01,371133,29740494.5,03Q,NHS VALE OF YORK
6347669.01,2024-01-01,767624,66729818.40000001,03R,NHS WAKEFIELD
5384658.02,2024-01-01,617898,51586252.2,03W,NHS EAST LEICESTERSHIRE AND RUTLAND
5362240.32,2024-01-01,651334,62648513.09999999,04C,NHS LEICESTER CITY
6015180.14,2024-01-01,752152,57684477.2,04V,NHS WEST LEICESTERSHIRE
2445562.96,2024-01-01,281604,27229734.3,04Y,NHS CANNOCK CHASE
2187747.56,2024-01-01,269256,23127920.5,05D,NHS EAST STAFFORDSHIRE
4097038.7,2024-01-01,481626,48739235.4,05G,NHS NORTH STAFFORDSHIRE
3258037.84,2024-01-01,394299,33571751.400000006,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
2468475.95,2024-01-01,290025,27794331.5,05V,NHS STAFFORD AND SURROUNDS
4944117.82,2024-01-01,598079,63806039.300000004,05W,NHS STOKE ON TRENT
13230166.56,2024-01-01,1696542,121251182.80000001,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH
8054278.63,2024-01-01,1039482,68821351.89999999,06K,NHS EAST AND NORTH HERTFORDSHIRE
5886677.21,2024-01-01,794999,55972409.9,06L,NHS IPSWICH AND EAST SUFFOLK
7695832.29,2024-01-01,898629,66200048.89999999,06N,NHS HERTS VALLEYS
5625293.5,2024-01-01,734481,42797549.099999994,06Q,NHS MID ESSEX
6016958.44,2024-01-01,788758,60229675.0,06T,NHS NORTH EAST ESSEX
2393017.59,2024-01-01,288992,19300675.7,07G,NHS THURROCK
4397111.44,2024-01-01,547059,37390563.09999999,07H,NHS WEST ESSEX
4571911.4,2024-01-01,603843,36409788.800000004,07K,NHS WEST SUFFOLK
3759834.29,2024-01-01,435081,30556301.299999993,09D,NHS BRIGHTON AND HOVE
9019615.42,2024-01-01,1108292,81840413.8,10Q,NHS OXFORDSHIRE
3073217.26,2024-01-01,322834,26870123.1,10R,NHS PORTSMOUTH
12757126.61,2024-01-01,1490080,112447869.89999998,11J,NHS DORSET
9488019.34,2024-01-01,1234958,65905892.40000001,11M,NHS GLOUCESTERSHIRE
9927356.55,2024-01-01,1276040,79486039.00000001,11N,NHS CORNWALL AND THE ISLES OF SCILLY
8438326.37,2024-01-01,1005771,70356966.89999996,11X,NHS SOMERSET
6975460.38,2024-01-01,738525,67074769.0,12F,NHS WIRRAL
7621401.19,2024-01-01,1189022,89631184.29999998,13T,NHS NEWCASTLE GATESHEAD
9216564.5,2024-01-01,1152751,116294989.50000006,14L,NHS MANCHESTER
6998312.1,2024-01-01,765657,67757164.0,14Y,NHS BUCKINGHAMSHIRE
6452493.37,2024-01-01,726244,58551371.39999999,15A,NHS BERKSHIRE WEST
12205435.83,2024-01-01,1402341,111059082.3,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE"
20972146.76,2024-01-01,2248396,267491712.70000005,15E,NHS BIRMINGHAM AND SOLIHULL
12062295.62,2024-01-01,1441593,121471619.99999996,15F,NHS LEEDS
15472312.29,2024-01-01,1906609,165424464.0,15M,NHS DERBY AND DERBYSHIRE
19565785.7,2024-01-01,2413323,173744154.39999998,15N,NHS DEVON
11559529.78,2024-01-01,1599670,112031833.19999999,16C,NHS TEES VALLEY
12792026.11,2024-01-01,1431067,107626809.6,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE
17311377.22,2024-01-01,2276083,161324272.0,26A,NHS NORFOLK AND WAVENEY
11656583.77,2024-01-01,1481900,117084237.10000001,27D,NHS CHESHIRE
10174033.49,2024-01-01,1203269,113593802.70000002,36J,NHS BRADFORD DISTRICT AND CRAVEN
16950881.56,2024-01-01,2116734,162443687.70000002,36L,NHS SOUTH WEST LONDON
9244651.05,2024-01-01,1145697,82994721.29999997,42D,NHS NORTH YORKSHIRE
14995996.28,2024-01-01,1921351,143318193.5,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE
13786113.4,2024-01-01,1513866,125008472.89999999,70F,NHS WEST SUSSEX
14549525.56,2024-01-01,2014369,130847360.39999999,71E,NHS LINCOLNSHIRE
20647232.54,2024-01-01,2256323,193067933.50000012,72Q,NHS SOUTH EAST LONDON
10367032.28,2024-01-01,1487455,97084934.19999999,78H,NHS NORTHAMPTONSHIRE
9369920.47,2024-01-01,1508203,87884924.89999999,84H,NHS COUNTY DURHAM
28240536.52,2024-01-01,3151295,263291607.00000006,91Q,NHS KENT AND MEDWAY
15596289.82,2024-01-01,1563269,134830906.29999998,92A,NHS SURREY HEARTLANDS
12872804.38,2024-01-01,1688678,117438349.60000001,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE"
17115612.67,2024-01-01,2034281,188443089.0999999,93C,NHS NORTH CENTRAL LONDON
9286480.42,2024-01-01,1044131,75437130.69999997,97R,NHS EAST SUSSEX
8288136.55,2024-01-01,1073378,117652320.7,99A,NHS LIVERPOOL
3423593.75,2024-01-01,514290,35402865.1,99C,NHS NORTH TYNESIDE
3880581.76,2024-01-01,402153,30367472.3,99E,NHS BASILDON AND BRENTWOOD
3014515.53,2024-01-01,302352,21445115.2,99F,NHS CASTLE POINT AND ROCHFORD
3023696.87,2024-01-01,305206,21694764.900000006,99G,NHS SOUTHEND
24366744.49,2024-01-01,3124277,289382542.9000001,A3A8R,NHS NORTH EAST LONDON
14034565.87,2024-01-01,1762842,127241119.5,B2M3M,NHS COVENTRY AND WARWICKSHIRE
20825959.56,2024-01-01,2272604,237642665.79999998,D2P2L,NHS BLACK COUNTRY
189262.41,2024-01-01,19148,1094283.5,D4U1Y,NHS FRIMLEY
27869093.41,2024-01-01,2927998,249736900.10000002,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT"
13344210.47,2024-01-01,1494413,128561985.10000002,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES"
7769471.31,2024-01-01,865958,76928272.7,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN"
5009661.57,2024-01-01,571212,49484763.29999999,U2G6B,NHS THAMES VALLEY ICB - U2G6B
24754737.23,2024-01-01,3124395,243214051.72,W2U3Z,NHS NORTH WEST LONDON
6820052.35,2024-01-01,890508,73957739.5,X2C4Y,NHS KIRKLEES
5316877.82,2024-02-01,779610,52817742.9,00L,NHS NORTHUMBERLAND
2466367.63,2024-02-01,371166,25567403.299999997,00N,NHS SOUTH TYNESIDE
4551463.83,2024-02-01,734414,48064968.2,00P,NHS SUNDERLAND
2236081.25,2024-02-01,301771,23185112.0,00Q,NHS BLACKBURN WITH DARWEN
3047092.09,2024-02-01,419770,28218234.700000003,00R,NHS BLACKPOOL
4363517.18,2024-02-01,539677,47184389.599999994,00T,NHS BOLTON
3049801.64,2024-02-01,337495,32343639.199999996,00V,NHS BURY
2686917.39,2024-02-01,314833,27073637.200000003,00X,NHS CHORLEY AND SOUTH RIBBLE
3733159.44,2024-02-01,463296,44482541.00000001,00Y,NHS OLDHAM
5740230.99,2024-02-01,714989,50223723.900000006,01A,NHS EAST LANCASHIRE
3701877.4,2024-02-01,410557,40970392.800000004,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE"
2880089.32,2024-02-01,365771,33114459.5,01E,NHS GREATER PRESTON
2094889.68,2024-02-01,261971,23845584.1,01F,NHS HALTON
3861399.48,2024-02-01,521406,43296998.199999996,01G,NHS SALFORD
5060189.5,2024-02-01,645483,46950163.400000006,01H,NHS NORTH CUMBRIA
2768053.55,2024-02-01,361098,34982820.800000004,01J,NHS KNOWSLEY
4957651.54,2024-02-01,633035,48741065.599999994,01K,NHS MORECAMBE BAY
2655810.29,2024-02-01,333591,33565539.0,01T,NHS SOUTH SEFTON
1903465.47,2024-02-01,268021,21023844.900000002,01V,NHS SOUTHPORT AND FORMBY
4729014.97,2024-02-01,582626,52588927.00000001,01W,NHS STOCKPORT
3216519.06,2024-02-01,433989,38609238.2,01X,NHS ST HELENS
3582854.84,2024-02-01,428645,38974812.5,01Y,NHS TAMESIDE AND GLOSSOP
3260109.13,2024-02-01,428473,34454585.7,02A,NHS TRAFFORD
3028854.43,2024-02-01,357874,31209607.9,02E,NHS WARRINGTON
1771451.4,2024-02-01,203211,18971226.2,02G,NHS WEST LANCASHIRE
5735088.39,2024-02-01,630486,62275151.099999994,02H,NHS WIGAN BOROUGH
3244955.26,2024-02-01,434735,30028384.000000004,02M,NHS FYLDE AND WYRE
4051430.85,2024-02-01,647561,44193707.4,02P,NHS BARNSLEY
1809385.62,2024-02-01,260619,16649977.9,02Q,NHS BASSETLAW
3323109.09,2024-02-01,442683,34785467.49999999,02T,NHS CALDERDALE
4859497.0,2024-02-01,645044,44868048.8,02X,NHS DONCASTER
5341048.89,2024-02-01,693149,54858738.7,02Y,NHS EAST RIDING OF YORKSHIRE
4312368.14,2024-02-01,590697,49131211.9,03F,NHS HULL
2633754.61,2024-02-01,345079,26940843.2,03H,NHS NORTH EAST LINCOLNSHIRE
3116894.16,2024-02-01,424063,31608650.9,03K,NHS NORTH LINCOLNSHIRE
3906480.33,2024-02-01,557046,29740642.0,03L,NHS ROTHERHAM
